ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
341-V	HSK 3	别人	biérén	les autres, autrui	别人说 - biérén shuō - ce que disent les autres<br>问别人 - wèn biérén - demander aux autres<br>不要听别人的 - bú yào tīng biérén de - ne pas écouter les autres	nom,personne	[sound:hsk1_别人.wav]
1781-V	HSK 3	笔记	bǐjì	notes	做笔记 - zuò bǐjì - faire des notes<br>课堂笔记 - kètáng bǐjì - notes en classe<br>笔记本 - bǐjìběn - carnet de notes	éducation	[sound:hsk1_笔记.wav]
575-V	HSK 3	比较	bǐjiào	relativement	比较好 - bǐjiào hǎo - Mieux vaut<br>比较大 - bǐjiào dà - Plus important	adverbe	[sound:hsk1_比较.wav]
1957-V	HSK 3	笔记本	bǐjìběn	cahier, ordinateur portable	笔记本电脑 - bǐjìběn diànnǎo - Ordinateur portable<br>我带了笔记本 - wǒ dài le bǐjìběn - J'ai apporté mon cahier/portable<br>在笔记本上写 - zài bǐjìběn shàng xiě - Écrire dans le cahier	nom,école,technologie	[sound:hsk3_笔记本.wav]
1958-V	HSK 3	冰	bīng	glace	冰水 - bīng shuǐ - Eau glacée<br>冰很冷 - bīng hěn lěng - La glace est très froide<br>湖上有冰 - hú shàng yǒu bīng - Il y a de la glace sur le lac	nom,nature,température	[sound:hsk3_冰.wav]
1959-V	HSK 3	冰激凌	bīngjīlíng	glace, crème glacée	我想吃冰激凌 - wǒ xiǎng chī bīngjīlíng - Je veux manger une glace<br>草莓冰激凌 - cǎoméi bīngjīlíng - Glace à la fraise<br>夏天吃冰激凌很舒服 - xiàtiān chī bīngjīlíng hěn shūfu - C'est agréable de manger une glace en été	nom,nourriture,dessert	[sound:hsk3_冰激凌.wav]
1684-V	HSK 3	病人	bìngrén	patient, malade	病人很多 - bìngrén hěn duō - beaucoup de patients<br>照顾病人 - zhàogù bìngrén - soigner les patients<br>病人家属 - bìngrén jiāshǔ - famille des patients	santé	[sound:hsk1_病人.wav]
085-V	HSK 3	宾馆	bīnguǎn	hôtel	住宾馆 - zhù bīnguǎn - Loger dans un hôtel<br>宾馆在哪儿？ - bīnguǎn zài nǎr? - Où est l'hôtel ?<br>这个宾馆很好 - zhège bīnguǎn hěn hǎo - Ce hôtel est très bon.<br>订宾馆 - dìng bīnguǎn - Réservez un hôtel<br>宾馆多少钱一晚？ - bīnguǎn duōshao qián yì wǎn? - Combien coûte l'hôtel par nuit ?	lieu,voyage	[sound:hsk1_宾馆.wav]
719-V	HSK 3	冰箱	bīngxiāng	réfrigérateur	冰箱里有水果 - bīngxiāng lǐ yǒu shuǐguǒ - Il y a des fruits dans le réfrigérateur<br>把牛奶放进冰箱 - bǎ niúnǎi fàng jìn bīngxiāng - Mettre le lait dans le réfrigérateur<br>冰箱坏了 - bīngxiāng huài le - Le réfrigérateur est en panne	technologie,cuisine	[sound:hsk1_冰箱.wav]
1960-V	HSK 3	比如	bǐrú	par exemple	比如说 - bǐrú shuō - Par exemple<br>比如，我喜欢运动 - bǐrú, wǒ xǐhuan yùndòng - Par exemple, j'aime le sport<br>水果，比如苹果、香蕉 - shuǐguǒ, bǐrú píngguǒ, xiāngjiāo - Des fruits, par exemple pommes, bananes	conjonction,exemple,explication	[sound:hsk3_比如.wav]
845-V	HSK 3	比赛	bǐsài	compétition, match	看比赛 - kàn bǐsài - regarder un match<br>参加比赛 - cānjiā bǐsài - participer à un match<br>赢得比赛 - yíngdé bǐsài - gagner un match	sport	[sound:hsk1_比赛.wav]
582-V	HSK 3	必须	bìxū	devoir (obligation)	必须去 - bìxū qù - Doit absolument y aller<br>必须做 - bìxū zuò - Doit faire quelque chose	verbe	[sound:hsk1_必须.wav]
576-V	HSK 3	不同	bù tóng	différent	不同的 - bùtóng de - Différent<br>完全不同 - wánquán bùtóng - Très différent	adjectif	[sound:hsk1_不同.wav]
1961-V	HSK 3	不但	búdàn	non seulement	不但...而且... - búdàn...érqiě... - Non seulement...mais aussi...<br>他不但聪明，而且努力 - tā búdàn cōngming, érqiě nǔlì - Il est non seulement intelligent, mais aussi travailleur<br>这本书不但有意思，而且有用 - zhè běn shū búdàn yǒu yìsi, érqiě yǒuyòng - Ce livre est non seulement intéressant, mais aussi utile	conjonction,grammaire,emphase	[sound:hsk3_不但.wav]
1962-V	HSK 3	不见	bújiàn	disparaître, ne plus voir	不见了 - bújiàn le - C'est disparu<br>我的钱包不见了 - wǒ de qiánbāo bújiàn le - Mon portefeuille a disparu<br>好久不见 - hǎojiǔ bújiàn - Ça fait longtemps qu'on ne s'est pas vu	verbe,disparition,absence	[sound:hsk3_不见.wav]
1963-V	HSK 3	不久	bùjiǔ	bientôt, peu après	不久以后 - bùjiǔ yǐhòu - Peu après<br>不久他就来了 - bùjiǔ tā jiù lái le - Il est arrivé peu après<br>不久之前 - bùjiǔ zhīqián - Il n'y a pas longtemps	adverbe,temps,futur	[sound:hsk3_不久.wav]
1964-V	HSK 3	不行	bùxíng	ça ne va pas, impossible	这样不行 - zhèyàng bùxíng - Ça ne va pas comme ça<br>不行，我没时间 - bùxíng, wǒ méi shíjiān - Impossible, je n'ai pas le temps<br>他身体不行 - tā shēntǐ bùxíng - Il n'est pas en bonne santé	adjectif,refus,négation	[sound:hsk3_不行.wav]
390-V	HSK 3	不用	búyòng	pas besoin	不用谢 - bú yòng xiè - Pas de problème<br>不用客气 - bú yòng kèqi - ce n'est rien<br>不用担心 - bú yòng dānxīn - Ne t'inquiète pas	grammaire,politesse	[sound:hsk1_不用.wav]
1965-V	HSK 3	才1	cái	seulement alors, à peine	他才来 - tā cái lái - Il vient juste d'arriver<br>我才十八岁 - wǒ cái shíbā suì - Je n'ai que dix-huit ans<br>下午两点他才起床 - xiàwǔ liǎng diǎn tā cái qǐchuáng - Il ne s'est levé qu'à deux heures	adverbe,temps,restriction	[sound:hsk3_才.wav]
1837-V	HSK 3	菜单	càidān	menu	看菜单 - kàn càidān - consulter le menu<br>点菜单 - diǎn càidān - commander sur le menu<br>电子菜单 - diànzǐ càidān - menu électronique	cuisine	[sound:hsk1_菜单.wav]
602-V	HSK 3	参加	cānjiā	participer	参加活动 - cānjiā huódòng - participer à l'activité<br>参加会议 - cānjiā huìyì - assister à la réunion	verbe	[sound:hsk1_参加.wav]
1461-V	HSK 3	草	cǎo	herbe	草地 - cǎodì - herbe<br>草原 - cǎoyuán - prairie<br>青草 - qīngcǎo - herbe	nature	[sound:hsk1_草.wav]
1966-V	HSK 3	草地	cǎodì	pelouse, prairie	在草地上 - zài cǎodì shàng - Sur la pelouse<br>孩子们在草地上玩 - háizimen zài cǎodì shàng wán - Les enfants jouent sur la pelouse<br>公园里有大草地 - gōngyuán lǐ yǒu dà cǎodì - Il y a une grande pelouse dans le parc	nom,nature,lieu	[sound:hsk3_草地.wav]
1497-V	HSK 3	层	céng	étage, couche	第三层 - dì sān céng - troisième étage<br>一层楼 - yì céng lóu - étage<br>表层 - biǎocéng - surface	classificateur	[sound:hsk1_层.wav]
1967-V	HSK 3	查	chá	vérifier, chercher, consulter	查字典 - chá zìdiǎn - Consulter le dictionnaire<br>我查了一下 - wǒ chá le yíxià - J'ai vérifié<br>上网查资料 - shàngwǎng chá zīliào - Chercher des informations en ligne	verbe,recherche,vérification	[sound:hsk3_查.wav]
534-V	HSK 3	差	chà	manquer/différence	差一点儿 - chà yìdiǎnr - Peu de différence<br>差不多 - chàbuduō - Presque<br>时间差 - shíjiān chā - Différence de temps	verbe,nom	[sound:hsk1_差.wav]
577-V	HSK 3	差不多	chàbuduō	à peu près	差不多了 - chàbuduō le - Presque fini<br>差不多好了 - chàbuduō hǎo le - Presque guéri	adverbe	[sound:hsk1_差不多.wav]
1968-V	HSK 3	尝	cháng	goûter, essayer	尝一下 - cháng yíxià - Goûte un peu<br>你尝尝这个菜 - nǐ chángchang zhège cài - Goûte ce plat<br>我想尝尝中国菜 - wǒ xiǎng chángchang zhōngguó cài - Je veux goûter la cuisine chinoise	verbe,nourriture,expérience	[sound:hsk3_尝.wav]
541-V	HSK 3	常	cháng	souvent	经常 - jīngcháng - Souvent<br>常常 - chángcháng - Fréquemment<br>常去 - cháng qù - 常去	adverbe	[sound:hsk1_常.wav]
1969-V	HSK 3	常见	cháng jiàn	courant, fréquent	常见的问题 - chángjiàn de wèntí - Questions fréquentes<br>这种情况很常见 - zhè zhǒng qíngkuàng hěn chángjiàn - Cette situation est courante<br>常见的错误 - chángjiàn de cuòwù - Erreurs courantes	adjectif,fréquence,habituel	[sound:hsk3_常见.wav]
1970-V	HSK 3	常用	cháng yòng	couramment utilisé	常用词 - chángyòng cí - Mots courants<br>这是常用的表达 - zhè shì chángyòng de biǎodá - C'est une expression courante<br>常用语 - chángyòng yǔ - Expressions courantes	adjectif,usage,fréquence	[sound:hsk3_常用.wav]
528-V	HSK 3	常常	chángcháng	souvent	常常去 - chángcháng qù - aller souvent<br>我常常 - wǒ chángcháng - je vais souvent<br>常常吃 - chángcháng chī - manger souvent	adverbe	[sound:hsk1_常常.wav]
1125-V	HSK 3	成绩	chéngjì	résultat, note	考试成绩 - kǎoshì chéngjì - notes d'examen<br>成绩好 - chéngjì hǎo - bonnes notes<br>取得成绩 - qǔdé chéngjì - obtenir des résultats	éducation	[sound:hsk1_成绩.wav]
1176-V	HSK 3	城市	chéngshì	ville	大城市 - dà chéngshì - grande ville<br>城市生活 - chéngshì shēnghuó - vie dans la ville<br>城市发展 - chéngshì fāzhǎn - développement urbain	lieu	[sound:hsk1_城市.wav]
1971-V	HSK 3	衬衫	chènshān	chemise	白色的衬衫 - báisè de chènshān - Une chemise blanche<br>这件衬衫很好看 - zhè jiàn chènshān hěn hǎokàn - Cette chemise est très belle<br>我买了一件衬衫 - wǒ mǎi le yí jiàn chènshān - J'ai acheté une chemise	nom,vêtement,habillement	[sound:hsk3_衬衫.wav]
1972-V	HSK 3	迟到	chídào	être en retard	对不起，我迟到了 - duìbuqǐ, wǒ chídào le - Désolé, je suis en retard<br>不要迟到 - búyào chídào - Ne sois pas en retard<br>他经常迟到 - tā jīngcháng chídào - Il est souvent en retard	verbe,temps,ponctualité	[sound:hsk3_迟到.wav]
215-V	HSK 3	船	chuán	bateau	坐船 - zuò chuán - Prendre la bateau<br>船票 - chuán piào - Billet de bateau<br>坐船去 - zuò chuán qù - Prendre le bateau pour aller<br>大船 - dà chuán - Grand bateau<br>游船 - yóu chuán - Promenade en bateau	transport,voyage	[sound:hsk1_船.wav]
1973-V	HSK 3	出发	chūfā	partir, se mettre en route	我们出发吧 - wǒmen chūfā ba - Partons<br>明天几点出发？ - míngtiān jǐ diǎn chūfā? - À quelle heure partons-nous demain ?<br>飞机八点出发 - fēijī bā diǎn chūfā - L'avion part à huit heures	verbe,voyage,déplacement	[sound:hsk3_出发.wav]
609-V	HSK 3	除了	chúle	sauf, en plus de	除了他 - chúle tā - sauf lui<br>除了...以外 - chúle...yǐwài - sauf...	préposition	[sound:hsk1_除了.wav]
778-V	HSK 3	春天	chūntiān	printemps	春天来了 - chūntiān lái le - L'arrivée du printemps.<br>春天很美 - chūntiān hěn měi - Le printemps est très beau.<br>春天开花 - chūntiān kāihuā - Il y a des fleurs au printemps.	saison	[sound:hsk1_春天.wav]
1974-V	HSK 3	出生	chūshēng	naître	我出生在北京 - wǒ chūshēng zài běijīng - Je suis né à Pékin<br>她出生在1990年 - tā chūshēng zài 1990 nián - Elle est née en 1990<br>出生日期 - chūshēng rìqī - Date de naissance	verbe,vie,naissance	[sound:hsk3_出生.wav]
1975-V	HSK 3	出院	chūyuàn	sortir de l'hôpital	他明天出院 - tā míngtiān chūyuàn - Il sort de l'hôpital demain<br>出院以后要休息 - chūyuàn yǐhòu yào xiūxi - Il faut se reposer après la sortie<br>医生说我可以出院了 - yīshēng shuō wǒ kěyǐ chūyuàn le - Le médecin dit que je peux sortir	verbe,santé,hôpital	[sound:hsk3_出院.wav]
1976-V	HSK 3	初中	chūzhōng	collège	初中学生 - chūzhōng xuésheng - Collégien<br>我在上初中 - wǒ zài shàng chūzhōng - Je suis au collège<br>初中三年 - chūzhōng sān nián - Trois ans de collège	nom,école,éducation	[sound:hsk3_初中.wav]
724-V	HSK 3	词典	cídiǎn	dictionnaire	查词典 - chá cídiǎn - Consultez un dictionnaire<br>中文词典 - zhōngwén cídiǎn - Un dictionnaire chinois<br>电子词典 - diànzǐ cídiǎn - Un dictionnaire électronique	étude	[sound:hsk1_词典.wav]
799-V	HSK 3	聪明	cōngmíng	intelligent	很聪明 - hěn cōngming - Très intelligent<br>他很聪明 - tā hěn cōngming - Il est très intelligent<br>聪明的孩子 - cōngming de háizi - Enfant intelligent	adjectif	[sound:hsk1_聪明.wav]
1435-V	HSK 3	大概	dàgài	probablement	大概是 - dàgài shì - Peut-être que<br>大概有 - dàgài yǒu - Il y a<br>大概有大概知道 - dàgài zhīdào - Approximativement savoir	adverbe	[sound:hsk1_大概.wav]
1163-V	HSK 3	带	dài	porter, apporter	带来 - dài lái - Apporter<br>带上 - dài shàng - Porter<br>带东西 - dài dōngxi - Apporter quelque chose	verbe	[sound:hsk1_带.wav]
1977-V	HSK 3	蛋糕	dàngāo	gâteau	生日蛋糕 - shēngrì dàngāo - Gâteau d'anniversaire<br>这个蛋糕很好吃 - zhège dàngāo hěn hǎochī - Ce gâteau est délicieux<br>我想吃蛋糕 - wǒ xiǎng chī dàngāo - Je veux manger du gâteau	nom,nourriture,dessert	[sound:hsk3_蛋糕.wav]
1054-V	HSK 3	当然	dāngrán	bien sûr	当然可以 - dāngrán kěyǐ - Bien sûr, je peux<br>当然是 - dāngrán shì - C'est certainement<br>当然好 - dāngrán hǎo - C'est certainement bon	adverbe	[sound:hsk1_当然.wav]
789-V	HSK 3	担心	dānxīn	s'inquiéter	别担心 - bié dānxīn - Ne t'inquiète pas<br>我很担心 - wǒ hěn dānxīn - Je suis inquiet<br>担心你 - dānxīn nǐ - Inquiet pour toi	émotion	[sound:hsk1_担心.wav]
1978-V	HSK 3	到处	dàochù	partout	到处都是人 - dàochù dōu shì rén - Il y a des gens partout<br>我到处找你 - wǒ dàochù zhǎo nǐ - Je t'ai cherché partout<br>到处都一样 - dàochù dōu yíyàng - C'est pareil partout	adverbe,lieu,étendue	[sound:hsk3_到处.wav]
1979-V	HSK 3	大人	dàren	adulte	大人和小孩 - dàren hé xiǎohái - Adultes et enfants<br>我长大了，是大人了 - wǒ zhǎng dà le, shì dàren le - J'ai grandi, je suis adulte<br>大人的事 - dàren de shì - Les affaires des adultes	nom,personne,âge	[sound:hsk3_大人.wav]
1167-V	HSK 3	打扫	dǎsǎo	nettoyer	打扫房间 - dǎsǎo fángjiān - Nettoyer la chambre<br>打扫卫生 - dǎsǎo wèishēng - faire le ménage<br>打扫干净 - dǎsǎo gānjìng - Nettoyer proprement	verbe,quotidien	[sound:hsk1_打扫.wav]
1980-V	HSK 3	打算	dǎsuàn	avoir l'intention de, projet	你打算做什么？ - nǐ dǎsuàn zuò shénme? - Qu'est-ce que tu comptes faire ?<br>我打算去中国 - wǒ dǎsuàn qù zhōngguó - J'ai l'intention d'aller en Chine<br>我的打算是... - wǒ de dǎsuàn shì... - Mon projet est...	verbe,nom,intention	[sound:hsk3_打算.wav]
1981-V	HSK 3	大小	dàxiǎo	taille, grandeur	这个大小可以吗？ - zhège dàxiǎo kěyǐ ma? - Cette taille convient-elle ?<br>大小合适 - dàxiǎo héshì - La taille est bonne<br>这两个大小一样 - zhè liǎng gè dàxiǎo yíyàng - Ces deux-là sont de la même taille	nom,dimension,mesure	[sound:hsk3_大小.wav]
1982-V	HSK 3	大熊猫	dàxióngmāo	panda géant	大熊猫是中国的国宝 - dàxióngmāo shì zhōngguó de guóbǎo - Le panda est le trésor national de la Chine<br>我想看大熊猫 - wǒ xiǎng kàn dàxióngmāo - Je veux voir des pandas<br>大熊猫很可爱 - dàxióngmāo hěn kě'ài - Les pandas sont très mignons	nom,animal,Chine	[sound:hsk3_大熊猫.wav]
1983-V	HSK 3	大衣	dàyī	manteau	穿大衣 - chuān dàyī - Porter un manteau<br>今天很冷，要穿大衣 - jīntiān hěn lěng, yào chuān dàyī - Il fait froid, il faut porter un manteau<br>这件大衣很暖和 - zhè jiàn dàyī hěn nuǎnhuo - Ce manteau est très chaud	nom,vêtement,hiver	[sound:hsk3_大衣.wav]
11470-G	HSK 3	得	dé	obtenir; gagner	得奖 - dé jiǎng - gagner un prix<br>得分 - dé fēn - marquer des points<br>得到 - dédào - obtenir<br>得病 - dé bìng - tomber malade<br>得救 - dé jiù - être sauvé	grammaire,quotidien	[sound:hsk1_得2.wav]
489-V	HSK 3	得到	dédào	obtenir	得到了 - dédào le - obtenu<br>得到帮助 - dédào bāngzhù - obtenir de l'aide<br>得到消息 - dédào xiāoxi - obtenir un message	verbe	[sound:hsk1_得到.wav]
1984-V	HSK 3	得分	défēn	marquer des points, score	他得分了 - tā défēn le - Il a marqué<br>你的得分是多少？ - nǐ de défēn shì duōshao? - Quel est ton score ?<br>比赛得分 - bǐsài défēn - Score du match	verbe,nom,sport	[sound:hsk3_得分.wav]
1985-V	HSK 3	的话	dehuà	si (conditionnel)	有时间的话 - yǒu shíjiān dehuà - Si tu as le temps<br>可以的话 - kěyǐ dehuà - Si c'est possible<br>下雨的话就不去了 - xiàyǔ dehuà jiù bú qù le - S'il pleut, on n'y va pas	conjonction,grammaire,condition	[sound:hsk3_的话.wav]
11481-V	HSK 3	得	děi	devoir; falloir (obligation)	得走 - děi zǒu - Devoir partir<br>我得走了 - wǒ děi zǒu le - Je dois y aller / je dois partir	grammaire	[sound:hsk1_得4.wav]
1986-V	HSK 3	灯	dēng	lampe, lumière	开灯 - kāi dēng - Allumer la lumière<br>关灯 - guān dēng - Éteindre la lumière<br>红绿灯 - hónglǜdēng - Feu de signalisation	nom,maison,éclairage	[sound:hsk3_灯.wav]
11475-V	HSK 3	地	dì	"un endroit; un lieu (plutôt ""place"" au sens général)"	地方 - dìfang - Endroit<br>这是个安静的地方 - zhè shì gè ānjìng de dìfang - C’est un endroit calme	nom,grammaire	[sound:hsk1_地2.wav]
1987-V	HSK 3	电	diàn	électricité	没电了 - méi diàn le - Plus de batterie<br>停电了 - tíng diàn le - Coupure de courant<br>电费 - diànfèi - Facture d'électricité	nom,énergie,technologie	[sound:hsk3_电.wav]
1988-V	HSK 3	电梯	diàntī	ascenseur	坐电梯 - zuò diàntī - Prendre l'ascenseur<br>电梯在哪儿？ - diàntī zài nǎr? - Où est l'ascenseur ?<br>电梯坏了 - diàntī huài le - L'ascenseur est en panne	nom,bâtiment,transport	[sound:hsk3_电梯.wav]
1989-V	HSK 3	电子书	diànzǐshū	livre électronique, e-book	我喜欢看电子书 - wǒ xǐhuan kàn diànzǐshū - J'aime lire des e-books<br>电子书很方便 - diànzǐshū hěn fāngbiàn - Les e-books sont pratiques<br>下载电子书 - xiàzǎi diànzǐshū - Télécharger un e-book	nom,livre,technologie	[sound:hsk3_电子书.wav]
539-V	HSK 3	地点	dìdiǎn	lieu, endroit	见面地点 - jiànmiàn dìdiǎn - Lieu de rencontre<br>什么地点？ - shénme dìdiǎn? - Quel lieu ?<br>约定地点 - yuēdìng dìdiǎn - Lieu d'appointment	nom,lieu	[sound:hsk1_地点.wav]
324-V	HSK 3	地方	dìfang	endroit; lieu	不同地方 - bùtóng dìfāng - Différentes régions / différents endroits<br>不同地方的人说话不一样 - bùtóng dìfāng de rén shuōhuà bù yíyàng - Les gens de différentes régions ne parlent pas pareil	[sound:hsk1_地方.wav]	
412-V	HSK 3	地图	dìtú	carte (géo)	看地图 - kàn dìtú - regarder une carte<br>中国地图 - zhōngguó dìtú - carte chinoise<br>买一张地图 - mǎi yì zhāng dìtú - acheter une carte	nom,voyage	[sound:hsk1_地图.wav]
1121-V	HSK 3	丢	diū	perdre	丢了 - diū le - perdu<br>钱包丢了 - qiánbāo diū le - J'ai perdu ma carte bancaire<br>丢东西 - diū dōngxi - perdre des choses	verbe	[sound:hsk1_丢.wav]
375-V	HSK 3	东	dōng	est	东边 - dōngbian - est-ouest<br>在东边 - zài dōngbian - à l'est<br>往东走 - wǎng dōng zǒu - va vers l'est	direction,lieu	[sound:hsk1_东.wav]
