ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
1885-V	HSK 2	不错	búcuò	not bad; good	很不错 - hěn búcuò - Very good<br>这个菜不错 - zhège cài búcuò - This dish is not bad<br>你的中文不错 - nǐ de zhōngwén búcuò - Your Chinese is pretty good	adjective,evaluation,positive	[sound:hsk2_不错.wav]
104-V	HSK 2	长1	cháng	long; to last	这条路很长 - zhè tiáo lù hěn cháng - This road is very long<br>你的头发好长 - nǐ de tóufa hǎo cháng - Your hair is so long<br>等了很长时间 - děng le hěn cháng shíjiān - I waited a long time<br>长城有多长？ - chángchéng yǒu duō cháng? - How long is the Great Wall?<br>这个假期不够长 - zhège jiàqī bú gòu cháng - This vacation isn't long enough	adjective,time,space	[sound:hsk2_长.wav]
447-V	HSK 2	车站	chēzhàn	station; stop	车站在哪儿？ - chēzhàn zài nǎr? - Where is the station?<br>到车站 - dào chēzhàn - go to the station<br>公共汽车站 - gōnggòng qìchē zhàn - bus stop	place,transport	[sound:hsk1_车站.wav]
356-V	HSK 2	出	chū	to go out	我们出去吃饭吧 - wǒmen chūqù chīfàn ba - Let's go out to eat<br>快出来！ - kuài chūlai! - Come out!<br>他出国了 - tā chūguó le - He went abroad<br>出了什么问题？ - chū le shénme wèntí? - What went wrong?<br>我出门买点东西 - wǒ chūmén mǎi diǎn dōngxi - I'm going out to buy a few things	verb,movement	[sound:hsk1_出.wav]
223-V	HSK 2	床	chuáng	bed	睡床 - shuì chuáng - bed<br>床很舒服 - chuáng hěn shūfu - the bed is comfortable<br>在床上 - zài chuáng shàng - on the bed<br>起床 - qǐ chuáng - get up<br>上床睡觉 - shàng chuáng shuì jiào - go to bed	furniture,daily	[sound:hsk1_床.wav]
1886-V	HSK 2	出国	chūguó	to go abroad	我想出国 - wǒ xiǎng chūguó - I want to go abroad<br>你出国过吗？ - nǐ chūguó guò ma? - Have you ever been abroad?<br>他要出国留学 - tā yào chūguó liúxué - He's going to study abroad	verb,travel,international	[sound:hsk2_出国.wav]
337-V	HSK 2	出来	chūlái	to come out	出来吧 - chūlai ba - come out<br>拿出来 - ná chūlai - take it out<br>走出来 - zǒu chūlai - walk out	verb,movement	[sound:hsk1_出来.wav]
1887-V	HSK 2	出门	chūmén	to go out (from home)	我要出门 - wǒ yào chūmén - I have to go out<br>你几点出门？ - nǐ jǐ diǎn chūmén? - What time are you leaving?<br>出门前记得带伞 - chūmén qián jìde dài sǎn - Remember to bring an umbrella before going out	verb,movement,daily	[sound:hsk2_出门.wav]
423-V	HSK 2	出去	chūqù	to go out	出去玩儿 - chūqu wánr - Go out for fun<br>我要出去 - wǒ yào chūqu - I'm going out<br>快出去 - kuài chūqu - get out quickly	verb,movement	[sound:hsk1_出去.wav]
1888-V	HSK 2	词	cí	word; vocabulary	生词 - shēngcí - New vocabulary<br>这个词是什么意思？ - zhège cí shì shénme yìsi? - What does this word mean?<br>我每天学十个新词 - wǒ měitiān xué shí gè xīn cí - I learn ten new words per day	noun,language,grammar	[sound:hsk2_词.wav]
359-V	HSK 2	次	cì	time (occurrence)	这是我第一次来中国 - zhè shì wǒ dì yī cì lái zhōngguó - This is my first time in China<br>下次我请你吃饭 - xià cì wǒ qǐng nǐ chīfàn - Next time I'll treat you<br>这次考试很难 - zhè cì kǎoshì hěn nán - This exam was very hard<br>我去过三次北京 - wǒ qù guò sān cì běijīng - I've been to Beijing three times<br>再来一次！ - zài lái yí cì! - One more time!	classifier,time	[sound:hsk1_次.wav]
285-V	HSK 2	从	cóng	from; since	从这儿 - cóng zhèr - From here<br>从家到学校 - cóng jiā dào xuéxiào - From home to school<br>从早到晚 - cóng zǎo dào wǎn - From morning to night<br>从来 - cónglái - Never<br>从小 - cóng xiǎo - Since childhood	grammar,daily	[sound:hsk1_从.wav]
1889-V	HSK 2	从小	cóngxiǎo	since childhood	我从小学中文 - wǒ cóngxiǎo xué zhōngwén - I've been learning Chinese since childhood<br>他从小就喜欢音乐 - tā cóngxiǎo jiù xǐhuan yīnyuè - He's loved music since he was a kid<br>我们从小就是好朋友 - wǒmen cóngxiǎo jiù shì hǎo péngyou - We've been friends since childhood	adverb,time,childhood	[sound:hsk2_从小.wav]
122-V	HSK 2	错	cuò	wrong; error	错了 - cuò le - Wrong.<br>不对，错了 - bú duì, cuò le - No, that's wrong.<br>我错了 - wǒ cuò le - I was wrong.<br>没错 - méi cuò - That's right.<br>这个答案是错的 - zhège dá'àn shì cuò de - This answer is wrong.	adjective,daily	[sound:hsk1_错.wav]
1890-V	HSK 2	打1	dǎ	to hit; to play; to make	打电话 - dǎ diànhuà - Make a phone call<br>打篮球 - dǎ lánqiú - Play basketball<br>他在打游戏 - tā zài dǎ yóuxì - He's playing video games	verb,action,versatile	[sound:hsk2_打.wav]
547-V	HSK 2	打车	dǎchē	to take a taxi	打车去 - dǎ chē qù - take a taxi there<br>打车来 - dǎ chē lái - take a taxi here<br>打车回家 - dǎ chē huí jiā - take a taxi home	verb,transport	[sound:hsk1_打车.wav]
525-V	HSK 2	打开	dǎkāi	to open	打开门 - dǎkāi mén - open the door<br>打开书 - dǎkāi shū - open the book<br>打开窗户 - dǎkāi chuānghu - open the windows	verb,action	[sound:hsk1_打开.wav]
1891-V	HSK 2	但	dàn	but; however	但是 - dànshì - But<br>我想去，但没时间 - wǒ xiǎng qù, dàn méi shíjiān - I want to go, but I don't have time<br>他很聪明，但不努力 - tā hěn cōngming, dàn bù nǔlì - He's smart, but not hardworking	conjunction,grammar,contrast	[sound:hsk2_但.wav]
290-V	HSK 2	但是	dànshì	but	但是我不去 - dànshì wǒ bú qù - But I'm not going.<br>很贵，但是很好 - hěn guì, dànshì hěn hǎo - Very expensive, but very good.<br>但是没时间 - dànshì méi shíjiān - But there's no time.<br>想去，但是... - xiǎng qù, dànshì... - Want to go, but...<br>但是不行 - dànshì bù xíng - But it won't work	grammar,daily	[sound:hsk1_但是.wav]
176-G	HSK 2	得	de	complement particle (result; manner)	看得见 - kàn de jiàn - Can see<br>听得懂 - tīng de dǒng - Can understand (by listening)<br>说得好 - shuō de hǎo - Well spoken<br>跑得快 - pǎo de kuài - Run fast<br>做得不错 - zuò de bùcuò - Well done	grammar,daily	[sound:hsk1_得1.wav]
404-V	HSK 2	地	de	adverbial particle (like "-ly")	慢慢地 - mànmàn de - Slowly<br>他慢慢地走 - tā mànmàn de zǒu - He walks slowly	noun,grammar	[sound:hsk1_地1.wav]
1892-V	HSK 2	等1	děng	to wait	等一下，我马上来 - děng yíxià, wǒ mǎshàng lái - Wait, I'm coming right away<br>我等了你半个小时 - wǒ děng le nǐ bàn ge xiǎoshí - I waited for you half an hour<br>别等我了，你先走吧 - bié děng wǒ le, nǐ xiān zǒu ba - Don't wait for me, go ahead<br>他在门口等你 - tā zài ménkǒu děng nǐ - He's waiting for you at the entrance<br>等他来了我们再走 - děng tā lái le wǒmen zài zǒu - We'll leave when he gets here	verb,time,action	[sound:hsk2_等.wav]
1893-V	HSK 2	点2	diǎn	to do; to indicate; to choose (e.g. call; click; light…)	点名 - diǎnmíng - take attendance; name names<br>点头 - diǎntóu - nod<br>点火 - diǎnhuǒ - light a fire	verb,action,communication	[sound:hsk2_点.wav]
212-V	HSK 2	地铁	dìtiě	subway	坐地铁 - zuò dìtiě - take the subway<br>地铁站 - dìtiě zhàn - subway station<br>坐地铁很快 - zuò dìtiě hěn kuài - The subway is fast<br>地铁几号线？ - dìtiě jǐ hào xiàn? - Which subway line?<br>地铁票多少钱？ - dìtiě piào duōshao qián? - How much is a subway ticket?	transport,daily	[sound:hsk1_地铁.wav]
465-V	HSK 2	动	dòng	to move	别动！拍照呢 - bié dòng! pāizhào ne - Don't move! Taking a photo<br>我的腿动不了了 - wǒ de tuǐ dòng bù liǎo le - I can't move my leg anymore<br>你能动一下吗？ - nǐ néng dòng yíxià ma? - Can you move a bit?<br>这个箱子太重了，搬不动 - zhège xiāngzi tài zhòng le, bān bú dòng - This box is too heavy, I can't move it<br>风一吹，树叶就动了 - fēng yì chuī, shùyè jiù dòng le - When the wind blows, the leaves move	verb,movement	[sound:hsk1_动.wav]
913-V	HSK 2	懂	dǒng	to understand	我懂了 - wǒ dǒng le - I understand<br>听不懂 - tīng bu dǒng - I don't understand what you're saying<br>看不懂 - kàn bu dǒng - I can't read this	verb	[sound:hsk1_懂.wav]
080-V	HSK 2	饭馆	fànguǎn	restaurant	去饭馆 - qù fànguǎn - Go to the restaurant<br>我们去饭馆吃饭吧 - wǒmen qù fànguǎn chī fàn ba - Let's go eat at a restaurant<br>这个饭馆很有名 - zhège fànguǎn hěn yǒumíng - This restaurant is very famous<br>哪个饭馆好吃？ - nǎge fànguǎn hǎochī? - Which restaurant is good?<br>前面有一个中国饭馆 - qiánmian yǒu yí ge zhōngguó fànguǎn - There's a Chinese restaurant ahead	place,food,daily	[sound:hsk1_饭馆.wav]
1894-V	HSK 2	飞	fēi	to fly	鸟在飞 - niǎo zài fēi - The bird is flying<br>飞机飞得很高 - fēijī fēi de hěn gāo - The plane flies very high<br>从北京飞到上海要两个小时 - cóng běijīng fēi dào shànghǎi yào liǎng gè xiǎoshí - It's a two-hour flight from Beijing to Shanghai	verb,movement,transport	[sound:hsk2_飞.wav]
106-V	HSK 2	高	gāo	tall; high	很高 - hěn gāo - very tall<br>他很高 - tā hěn gāo - He's very tall<br>高兴 - gāoxìng - happy<br>山很高 - shān hěn gāo - The mountain is very high<br>价格很高 - jiàgé hěn gāo - very expensive	adjective,daily	[sound:hsk1_高.wav]
030-V	HSK 2	告诉	gàosu	to tell; to inform	告诉我 - gàosu wǒ - Tell me<br>请告诉他 - qǐng gàosu tā - Please tell him<br>我告诉你一个秘密 - wǒ gàosu nǐ yí ge mìmì - I'll tell you a secret<br>他没告诉我 - tā méi gàosu wǒ - He didn't tell me<br>谁告诉你的？ - shéi gàosu nǐ de? - Who told you?	verb,communication	[sound:hsk1_告诉.wav]
1787-V	HSK 2	高中	gāozhōng	high school	上高中 - shàng gāozhōng - go to high school<br>高中生 - gāozhōngshēng - high school students<br>高中毕业 - gāozhōng bìyè - high school graduation	education	[sound:hsk1_高中.wav]
284-V	HSK 2	跟	gēn	with; to follow	跟我来 - gēn wǒ lái - Follow me<br>跟你说 - gēn nǐ shuō - Tell you<br>跟他一起 - gēn tā yìqǐ - With him<br>跟朋友 - gēn péngyou - With friends<br>我跟你 - wǒ gēn nǐ - I'll follow you	grammar,daily	[sound:hsk1_跟.wav]
1895-V	HSK 2	个子	gèzi	height (body)	他个子很高 - tā gèzi hěn gāo - He's very tall<br>她个子不高 - tā gèzi bù gāo - She's not tall<br>你的个子比我高 - nǐ de gèzi bǐ wǒ gāo - You're taller than me	noun,body,appearance	[sound:hsk2_个子.wav]
211-V	HSK 2	公交车	gōngjiāochē	bus	坐公交车 - zuò gōngjiāochē - Take the bus<br>公交车站 - gōngjiāochē zhàn - bus stop<br>几路公交车？ - jǐ lù gōngjiāochē? - Which bus?<br>公交车来了 - gōngjiāochē lái le - The bus is here<br>坐公交车去上班 - zuò gōngjiāochē qù shàng bān - Take the bus to work	transport,daily	[sound:hsk1_公交车.wav]
419-V	HSK 2	过1	guò	to pass; to cross; to exceed; too	过年快乐 - guònián kuàilè - Happy New Year<br>过分了 - guòfèn le - that's too much<br>过来一下 - guòlái yíxià - come over here a moment	verb,time,quantity	[sound:hsk2_过1.wav]
1094-V	HSK 2	过2	guo	experience particle: "have ever…"	我去过 - wǒ qù guo - I've been there<br>我见过他 - wǒ jiàn guo tā - I've seen him before<br>你吃过吗 - nǐ chī guo ma - have you ever eaten it?	particle,grammar,aspect	[sound:hsk2_过2.wav]
1896-V	HSK 2	过来	guòlái	to come over	过来！ - guòlái! - Come here!<br>请过来一下 - qǐng guòlái yíxià - Come here a moment<br>他走过来了 - tā zǒu guòlái le - He came over to us	verb,movement,direction	[sound:hsk2_过来.wav]
1897-V	HSK 2	过年	guònián	to celebrate Chinese New Year	过年好！ - guònián hǎo! - Happy New Year!<br>你在哪儿过年？ - nǐ zài nǎr guònián? - Where are you spending New Year?<br>过年要吃饺子 - guònián yào chī jiǎozi - We eat dumplings at New Year	verb,festival,tradition	[sound:hsk2_过年.wav]
1898-V	HSK 2	过去1	guòqù	the past; formerly	过去的事 - guòqù de shì - things of the past<br>过去很难 - guòqù hěn nán - the past was hard<br>回到过去 - huídào guòqù - go back to the past	noun,time,concept	[sound:hsk2_过去.wav]
370-V	HSK 2	还是	háishi	or (question)	...还是...？ - ...háishi...? - ... or ...?<br>茶还是咖啡？ - chá háishi kāfēi? - tea or coffee?<br>今天还是明天？ - jīntiān háishi míngtiān? - today or tomorrow?	grammar,question	[sound:hsk1_还是.wav]
1899-V	HSK 2	黑色	hēisè	black (color)	黑色的车 - hēisè de chē - A black car<br>我喜欢黑色 - wǒ xǐhuan hēisè - I like black<br>他穿着黑色的衣服 - tā chuān zhe hēisè de yīfu - He's wearing black clothes	noun,color	[sound:hsk2_黑色.wav]
1900-V	HSK 2	红茶	hóngchá	black tea (red tea in Chinese)	一杯红茶 - yì bēi hóngchá - A cup of black tea<br>我想喝红茶 - wǒ xiǎng hē hóngchá - I want black tea<br>英国人喜欢喝红茶 - yīngguó rén xǐhuan hē hóngchá - The British love black tea	noun,drink,tea	[sound:hsk2_红茶.wav]
1901-V	HSK 2	红色	hóngsè	red (color)	红色的花 - hóngsè de huā - A red flower<br>中国人喜欢红色 - zhōngguó rén xǐhuan hóngsè - Chinese people like red<br>红色在中国代表吉祥 - hóngsè zài zhōngguó dàibiǎo jíxiáng - Red symbolizes good luck in China	noun,color	[sound:hsk2_红色.wav]
325-V	HSK 2	后面	hòumiàn	behind	在后面 - zài hòumian - at the back<br>走到后面 - zǒu dào hòumian - go to the back<br>学校后面 - xuéxiào hòumian - behind the school	position,place	[sound:hsk1_后面.wav]
1902-V	HSK 2	画	huà	to draw; to paint; painting	画画儿 - huà huàr - Draw<br>这是谁画的？ - zhè shì shéi huà de? - Who drew this?<br>他画的画很漂亮 - tā huà de huà hěn piàoliang - His paintings are very beautiful	verb,noun,art	[sound:hsk2_画.wav]
1903-V	HSK 2	花1	huā	flower	一朵花 - yì duǒ huā - a flower<br>花很漂亮 - huā hěn piàoliang - the flower is pretty<br>买花 - mǎi huā - buy flowers	noun,nature,object	[sound:hsk2_花.wav]
1904-V	HSK 2	花2	huā	to spend (money; time; effort)	花很多钱 - huā hěn duō qián - spend a lot of money<br>花时间 - huā shíjiān - take time<br>别乱花 - bié luàn huā - don't spend recklessly	verb,money,time	[sound:hsk2_花.wav]
517-V	HSK 2	坏	huài	bad; broken	我的手机坏了 - wǒ de shǒujī huài le - My phone is broken<br>天气变坏了 - tiānqì biàn huài le - The weather has gotten worse<br>这个人不是坏人 - zhège rén bú shì huài rén - He's not a bad person<br>电脑又坏了 - diànnǎo yòu huài le - The computer is broken again<br>别把东西弄坏了 - bié bǎ dōngxi nòng huài le - Don't break anything	adjective	[sound:hsk1_坏.wav]
305-V	HSK 2	回来	huílái	to come back	我回来了！ - wǒ huílai le! - I'm back!<br>你什么时候回来？ - nǐ shénme shíhou huílai? - When are you coming back?<br>快回来，饭做好了 - kuài huílai, fàn zuò hǎo le - Come back, dinner's ready<br>他出去了，还没回来 - tā chūqù le, hái méi huílai - He went out, not back yet<br>欢迎回来！ - huānyíng huílai! - Welcome back!	verb,movement	[sound:hsk1_回来.wav]
407-V	HSK 2	回去	huíqù	to go back	太晚了，我要回去了 - tài wǎn le, wǒ yào huíqu le - It's too late, I have to go back<br>你先回去吧，我等一下 - nǐ xiān huíqu ba, wǒ děng yíxià - Go back first, I'll wait a bit<br>回去的路上小心 - huíqu de lùshang xiǎoxīn - Be careful on the way back<br>我不想回去上班 - wǒ bù xiǎng huíqu shàngbān - I don't feel like going back to work<br>下了课就回去 - xià le kè jiù huíqu - I'm heading back right after class	verb,movement	[sound:hsk1_回去.wav]
1905-V	HSK 2	间	jiān	classifier for rooms	一间房间 - yì jiān fángjiān - A room<br>我住三间房 - wǒ zhù sān jiān fáng - I live in a three-room apartment<br>这间办公室很大 - zhè jiān bàngōngshì hěn dà - This office is very big	classifier,house,room	[sound:hsk2_间.wav]
1131-V	HSK 2	教	jiāo	to teach	谁教你中文？ - shéi jiāo nǐ zhōngwén? - Who teaches you Chinese?<br>她教我做中国菜 - tā jiāo wǒ zuò zhōngguó cài - She teaches me to cook Chinese food<br>这个老师教得很好 - zhège lǎoshī jiāo de hěn hǎo - This teacher teaches very well<br>你能教我吗？ - nǐ néng jiāo wǒ ma? - Can you teach me?<br>他在大学教书 - tā zài dàxué jiāoshū - He teaches at university	verb,education	[sound:hsk1_教.wav]
1754-V	HSK 2	教室	jiàoshì	classroom	在教室 - zài jiàoshì - in the classroom<br>进教室 - jìn jiàoshì - enter the classroom<br>多媒体教室 - duōméitǐ jiàoshì - multimedia classroom	education	[sound:hsk1_教室.wav]
088-V	HSK 2	机场	jīchǎng	airport	去机场 - qù jīchǎng - go to the airport<br>机场在哪儿？ - jīchǎng zài nǎr? - where is the airport?<br>到机场要多长时间？ - dào jīchǎng yào duō cháng shíjiān? - how long does it take to get to the airport?<br>我去机场接你 - wǒ qù jīchǎng jiē nǐ - I'll pick you up at the airport<br>北京机场 - běijīng jīchǎng - Beijing airport	place,travel,transport	[sound:hsk1_机场.wav]
499-V	HSK 2	记得	jìde	to remember	你还记得我吗？ - nǐ hái jìde wǒ ma? - Do you still remember me?<br>我记得他叫小王 - wǒ jìde tā jiào xiǎo wáng - I remember his name is Xiao Wang<br>记得带伞 - jìde dài sǎn - Remember to bring an umbrella<br>我不记得了 - wǒ bú jìde le - I don't remember<br>记得明天要考试 - jìde míngtiān yào kǎoshì - Don't forget the exam tomorrow	verb,thought	[sound:hsk1_记得.wav]
312-V	HSK 2	介绍	jièshào	to introduce	请自我介绍一下 - qǐng zìwǒ jièshào yíxià - Please introduce yourself<br>我来介绍一下，这是小王 - wǒ lái jièshào yíxià, zhè shì xiǎo wáng - Let me introduce, this is Xiao Wang<br>你能给我介绍一个好饭馆吗？ - nǐ néng gěi wǒ jièshào yí ge hǎo fànguǎn ma? - Can you recommend a good restaurant?<br>朋友介绍我们认识的 - péngyou jièshào wǒmen rènshi de - We were introduced by a friend<br>不用介绍，我们认识 - búyòng jièshào, wǒmen rènshi - No need for introductions, we know each other	verb,communication	[sound:hsk1_介绍.wav]
379-V	HSK 2	进	jìn	to enter	请进！ - qǐng jìn! - Come in!<br>你可以进来吗？ - nǐ kěyǐ jìnlai ma? - Can you come in?<br>进去看看吧 - jìnqu kànkan ba - Go in and have a look<br>这里不能进 - zhèlǐ bù néng jìn - You can't go in here<br>我们进去吧，外面太冷了 - wǒmen jìnqu ba, wàimiàn tài lěng le - Let's go in, it's too cold outside	verb,movement	[sound:hsk1_进.wav]
273-V	HSK 2	近	jìn	near; close	很近 - hěn jìn - very close<br>不远，很近 - bù yuǎn, hěn jìn - not far, very close<br>离这儿近吗？ - lí zhèr jìn ma? - Is it close to here?<br>最近 - zuìjìn - Recently<br>近一点儿 - jìn yìdiǎnr - A bit closer	distance,daily	[sound:hsk1_近.wav]
569-V	HSK 2	经常	jīngcháng	often	我经常去那家饭馆 - wǒ jīngcháng qù nà jiā fànguǎn - I often go to that restaurant<br>他经常迟到 - tā jīngcháng chídào - He's often late<br>我经常看中国电影 - wǒ jīngcháng kàn zhōngguó diànyǐng - I often watch Chinese movies<br>你经常运动吗？ - nǐ jīngcháng yùndòng ma? - Do you exercise often?<br>北京冬天经常刮风 - běijīng dōngtiān jīngcháng guāfēng - It's often windy in Beijing in winter	adverb	[sound:hsk1_经常.wav]
408-V	HSK 2	进来	jìnlái	to come in	请进来 - qǐng jìnlai - please come in<br>走进来 - zǒu jìnlai - walk in<br>跑进来 - pǎo jìnlai - run in	verb,movement	[sound:hsk1_进来.wav]
301-V	HSK 2	进去	jìnqù	to go in	走进去 - zǒu jìnqu - Go in<br>请进去 - qǐng jìnqu - Please go in<br>不能进去 - bù néng jìnqu - Can't go in	verb,movement	[sound:hsk1_进去.wav]
955-V	HSK 2	机票	jīpiào	plane ticket	买机票 - mǎi jīpiào - Buy a plane ticket<br>订机票 - dìng jīpiào - Book a plane ticket<br>机票多少钱？ - jīpiào duōshao qián? - How much is the plane ticket?	travel,transport	[sound:hsk1_机票.wav]
280-V	HSK 2	就	jiù	then; just; precisely	就是 - jiù shì - that is<br>就要 - jiù yào - about to<br>就这样 - jiù zhèyàng - That's it<br>就好 - jiù hǎo - That's fine<br>马上就 - mǎshàng jiù - Right away	grammar,daily	[sound:hsk1_就.wav]
086-V	HSK 2	酒店	jiǔdiàn	hotel	住酒店 - zhù jiǔdiàn - Stay at a hotel<br>五星级酒店 - wǔ xīngjí jiǔdiàn - five-star hotel<br>订酒店 - dìng jiǔdiàn - book a hotel<br>酒店很贵 - jiǔdiàn hěn guì - the hotel is expensive<br>我住在这个酒店 - wǒ zhù zài zhège jiǔdiàn - I'm staying at this hotel	place,travel	[sound:hsk1_酒店.wav]
047-V	HSK 2	咖啡	kāfēi	coffee	喝咖啡 - hē kāfēi - Drink coffee<br>我要一杯咖啡 - wǒ yào yì bēi kāfēi - I want a cup of coffee<br>你的咖啡要加糖吗？ - nǐ de kāfēi yào jiā táng ma? - Do you want sugar in your coffee?<br>早上我总是喝咖啡 - zǎoshang wǒ zǒngshì hē kāfēi - I always have coffee in the morning<br>这个咖啡太苦了 - zhège kāfēi tài kǔ le - This coffee is too bitter	drink,daily	[sound:hsk1_咖啡.wav]
922-V	HSK 2	开始	kāishǐ	to begin	电影开始了，快坐下 - diànyǐng kāishǐ le, kuài zuòxia - The movie's starting, sit down<br>我们开始上课吧 - wǒmen kāishǐ shàngkè ba - Let's start class<br>他开始学中文了 - tā kāishǐ xué zhōngwén le - He started learning Chinese<br>从头开始吧 - cóng tóu kāishǐ ba - Let's start over<br>什么时候开始？ - shénme shíhou kāishǐ? - When does it start?	verb	[sound:hsk1_开始.wav]
1906-V	HSK 2	开学	kāixué	school starts; back to school	什么时候开学？ - shénme shíhou kāixué? - When does school start?<br>九月一号开学 - jiǔ yuè yī hào kāixué - School starts on September 1st<br>开学前要买新书 - kāixué qián yào mǎi xīn shū - Need to buy new books before school starts	verb,school,time	[sound:hsk2_开学.wav]
1907-V	HSK 2	考	kǎo	to take an exam	考试 - kǎoshì - Exam<br>明天我要考中文 - míngtiān wǒ yào kǎo zhōngwén - I have a Chinese exam tomorrow<br>他考得很好 - tā kǎo de hěn hǎo - He did well on the exam	verb,school,exam	[sound:hsk2_考.wav]
