ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
1275-V	HSK 3	表演	biǎoyǎn	performance; show	他的表演太精彩了！ - tā de biǎoyǎn tài jīngcǎi le! - His performance was incredible!<br>今晚有一场表演 - jīnwǎn yǒu yì chǎng biǎoyǎn - There's a show tonight<br>孩子们表演了一个节目 - háizimen biǎoyǎn le yí ge jiémù - The children put on a number<br>你能给我们表演一下吗？ - nǐ néng gěi wǒmen biǎoyǎn yíxià ma? - Can you show us?<br>这场音乐表演很好看 - zhè chǎng yīnyuè biǎoyǎn hěn hǎokàn - This concert was wonderful	leisure	[sound:hsk1_表演.wav]
405-V	HSK 3	别的	biéde	other; another	别的东西 - biéde dōngxi - other things<br>别的人 - biéde rén - other people<br>还有别的吗？ - hái yǒu biéde ma? - Is there anything else?	pronoun,quantity	[sound:hsk1_别的.wav]
341-V	HSK 3	别人	biérén	others; other people	别人说 - biérén shuō - what others say<br>问别人 - wèn biérén - ask others<br>不要听别人的 - bú yào tīng biérén de - don't listen to others	noun,person	[sound:hsk1_别人.wav]
1781-V	HSK 3	笔记	bǐjì	notes	做笔记 - zuò bǐjì - take notes<br>课堂笔记 - kètáng bǐjì - class notes<br>笔记本 - bǐjìběn - notebook	education	[sound:hsk1_笔记.wav]
575-V	HSK 3	比较	bǐjiào	relatively; fairly	这家店比较便宜 - zhè jiā diàn bǐjiào piányi - This shop is relatively cheap<br>今天比较冷 - jīntiān bǐjiào lěng - It's fairly cold today<br>他比较喜欢中国菜 - tā bǐjiào xǐhuan zhōngguó cài - He tends to prefer Chinese food<br>坐地铁比较快 - zuò dìtiě bǐjiào kuài - Taking the subway is fairly fast<br>这个问题比较难回答 - zhège wèntí bǐjiào nán huídá - This question is fairly hard to answer	adverb	[sound:hsk1_比较.wav]
1957-V	HSK 3	笔记本	bǐjìběn	notebook; laptop	笔记本电脑 - bǐjìběn diànnǎo - Laptop computer<br>我带了笔记本 - wǒ dài le bǐjìběn - I brought my notebook/laptop<br>在笔记本上写 - zài bǐjìběn shàng xiě - Write in the notebook	noun,school,technology	[sound:hsk3_笔记本.wav]
1958-V	HSK 3	冰	bīng	ice	冰水 - bīng shuǐ - Iced water<br>冰很冷 - bīng hěn lěng - Ice is very cold<br>湖上有冰 - hú shàng yǒu bīng - There is ice on the lake	noun,nature,temperature	[sound:hsk3_冰.wav]
1959-V	HSK 3	冰激凌	bīngjīlíng	ice cream	我想吃冰激凌 - wǒ xiǎng chī bīngjīlíng - I want to eat ice cream<br>草莓冰激凌 - cǎoméi bīngjīlíng - Strawberry ice cream<br>夏天吃冰激凌很舒服 - xiàtiān chī bīngjīlíng hěn shūfu - It's wonderful to eat ice cream in summer	noun,food,dessert	[sound:hsk3_冰激凌.wav]
1684-V	HSK 3	病人	bìngrén	patient; sick person	病人很多 - bìngrén hěn duō - many patients<br>照顾病人 - zhàogù bìngrén - care for patients<br>病人家属 - bìngrén jiāshǔ - patient's family	health	[sound:hsk1_病人.wav]
085-V	HSK 3	宾馆	bīnguǎn	hotel	住宾馆 - zhù bīnguǎn - Stay at a hotel<br>宾馆在哪儿？ - bīnguǎn zài nǎr? - Where is the hotel?<br>这个宾馆很好 - zhège bīnguǎn hěn hǎo - This hotel is very good.<br>订宾馆 - dìng bīnguǎn - Book a hotel<br>宾馆多少钱一晚？ - bīnguǎn duōshao qián yì wǎn? - How much does the hotel cost per night?	place,travel	[sound:hsk1_宾馆.wav]
719-V	HSK 3	冰箱	bīngxiāng	refrigerator	冰箱里有水果 - bīngxiāng lǐ yǒu shuǐguǒ - There is fruit in the refrigerator<br>把牛奶放进冰箱 - bǎ niúnǎi fàng jìn bīngxiāng - Put the milk in the refrigerator<br>冰箱坏了 - bīngxiāng huài le - The refrigerator is broken	technology,cooking	[sound:hsk1_冰箱.wav]
1960-V	HSK 3	比如	bǐrú	for example	比如说 - bǐrú shuō - For example<br>比如，我喜欢运动 - bǐrú, wǒ xǐhuan yùndòng - For example, I like sports<br>水果，比如苹果、香蕉 - shuǐguǒ, bǐrú píngguǒ, xiāngjiāo - Fruits, for example apples, bananas	conjunction,example,explanation	[sound:hsk3_比如.wav]
845-V	HSK 3	比赛	bǐsài	competition; match	看比赛 - kàn bǐsài - watch a match<br>参加比赛 - cānjiā bǐsài - take part in a match<br>赢得比赛 - yíngdé bǐsài - win a match	sport	[sound:hsk1_比赛.wav]
582-V	HSK 3	必须	bìxū	must; have to	你必须去看医生 - nǐ bìxū qù kàn yīshēng - You absolutely must see a doctor<br>明天必须早起 - míngtiān bìxū zǎo qǐ - Tomorrow you have to get up early<br>学中文必须多练习 - xué zhōngwén bìxū duō liànxí - To learn Chinese you must practice a lot<br>这件事必须今天做完 - zhè jiàn shì bìxū jīntiān zuòwán - This task must be finished today<br>出国必须有护照 - chūguó bìxū yǒu hùzhào - To go abroad you must have a passport	verb	[sound:hsk1_必须.wav]
576-V	HSK 3	不同	bù tóng	different	每个人的想法不同 - měi ge rén de xiǎngfǎ bùtóng - Everyone thinks differently<br>这两个完全不同 - zhè liǎng ge wánquán bùtóng - These two are completely different<br>南方和北方的菜不同 - nánfāng hé běifāng de cài bùtóng - Southern and Northern cuisine are different<br>不同的文化 - bùtóng de wénhuà - Different cultures<br>看法不同很正常 - kànfǎ bùtóng hěn zhèngcháng - It's normal to have different opinions	adjective	[sound:hsk1_不同.wav]
1961-V	HSK 3	不但	búdàn	not only	不但...而且... - búdàn...érqiě... - Not only...but also...<br>他不但聪明，而且努力 - tā búdàn cōngming, érqiě nǔlì - He is not only intelligent, but also hardworking<br>这本书不但有意思，而且有用 - zhè běn shū búdàn yǒu yìsi, érqiě yǒuyòng - This book is not only interesting, but also useful	conjunction,grammar,emphasis	[sound:hsk3_不但.wav]
1962-V	HSK 3	不见	bújiàn	disappear; no longer see	不见了 - bújiàn le - It's gone<br>我的钱包不见了 - wǒ de qiánbāo bújiàn le - My wallet has disappeared<br>好久不见 - hǎojiǔ bújiàn - Long time no see	verb,disappearance,absence	[sound:hsk3_不见.wav]
1963-V	HSK 3	不久	bùjiǔ	soon; shortly after	不久以后 - bùjiǔ yǐhòu - Shortly after<br>不久他就来了 - bùjiǔ tā jiù lái le - He arrived shortly after<br>不久之前 - bùjiǔ zhīqián - Not long ago	adverb,time,future	[sound:hsk3_不久.wav]
1964-V	HSK 3	不行	bùxíng	won't do; impossible	这样不行 - zhèyàng bùxíng - This won't do<br>不行，我没时间 - bùxíng, wǒ méi shíjiān - Impossible, I don't have time<br>他身体不行 - tā shēntǐ bùxíng - He's not in good health	adjective,refusal,negation	[sound:hsk3_不行.wav]
390-V	HSK 3	不用	búyòng	no need	不用谢 - bú yòng xiè - No problem<br>不用客气 - bú yòng kèqi - Don't mention it<br>不用担心 - bú yòng dānxīn - Don't worry	grammar,politeness	[sound:hsk1_不用.wav]
1965-V	HSK 3	才1	cái	only then; just	他才来 - tā cái lái - He just arrived<br>我才十八岁 - wǒ cái shíbā suì - I'm only eighteen years old<br>下午两点他才起床 - xiàwǔ liǎng diǎn tā cái qǐchuáng - He didn't get up until two in the afternoon	adverb,time,restriction	[sound:hsk3_才.wav]
1837-V	HSK 3	菜单	càidān	menu	看菜单 - kàn càidān - look at the menu<br>点菜单 - diǎn càidān - order from the menu<br>电子菜单 - diànzǐ càidān - electronic menu	cooking	[sound:hsk1_菜单.wav]
602-V	HSK 3	参加	cānjiā	participate; attend	我想参加这个比赛 - wǒ xiǎng cānjiā zhège bǐsài - I want to participate in this competition<br>你参加明天的会议吗？ - nǐ cānjiā míngtiān de huìyì ma? - Are you attending tomorrow's meeting?<br>他没参加考试 - tā méi cānjiā kǎoshì - He didn't take the exam<br>欢迎大家参加！ - huānyíng dàjiā cānjiā! - Everyone is welcome!<br>我们一起参加活动吧 - wǒmen yìqǐ cānjiā huódòng ba - Let's join the activity together	verb	[sound:hsk1_参加.wav]
1461-V	HSK 3	草	cǎo	grass	草地 - cǎodì - lawn<br>草原 - cǎoyuán - grassland<br>青草 - qīngcǎo - green grass	nature	[sound:hsk1_草.wav]
1966-V	HSK 3	草地	cǎodì	lawn; meadow	在草地上 - zài cǎodì shàng - On the lawn<br>孩子们在草地上玩 - háizimen zài cǎodì shàng wán - The children are playing on the lawn<br>公园里有大草地 - gōngyuán lǐ yǒu dà cǎodì - There is a large lawn in the park	noun,nature,place	[sound:hsk3_草地.wav]
1497-V	HSK 3	层	céng	floor; layer (classifier)	第三层 - dì sān céng - third floor<br>一层楼 - yì céng lóu - one floor<br>表层 - biǎocéng - surface layer	classifier	[sound:hsk1_层.wav]
1967-V	HSK 3	查	chá	check; look up; consult	查字典 - chá zìdiǎn - Look up the dictionary<br>我查了一下 - wǒ chá le yíxià - I checked<br>上网查资料 - shàngwǎng chá zīliào - Search for information online	verb,research,verification	[sound:hsk3_查.wav]
534-V	HSK 3	差	chà	lack; difference	差一点儿 - chà yìdiǎnr - Little difference<br>差不多 - chàbuduō - Almost<br>时间差 - shíjiān chā - Time difference	verb,noun	[sound:hsk1_差.wav]
577-V	HSK 3	差不多	chàbuduō	about; more or less	差不多了，可以走了 - chàbuduō le, kěyǐ zǒu le - It's about ready, we can go<br>我们年龄差不多 - wǒmen niánlíng chàbuduō - We're about the same age<br>味道差不多 - wèidào chàbuduō - The taste is more or less the same<br>差不多要一个小时 - chàbuduō yào yí ge xiǎoshí - It takes about an hour<br>中国菜和日本菜差不多吗？ - zhōngguó cài hé rìběn cài chàbuduō ma? - Is Chinese and Japanese food about the same?	adverb	[sound:hsk1_差不多.wav]
1968-V	HSK 3	尝	cháng	taste; try	尝一下 - cháng yíxià - Have a taste<br>你尝尝这个菜 - nǐ chángchang zhège cài - Taste this dish<br>我想尝尝中国菜 - wǒ xiǎng chángchang zhōngguó cài - I want to try Chinese food	verb,food,experience	[sound:hsk3_尝.wav]
541-V	HSK 3	常	cháng	often	我常去那家饭馆 - wǒ cháng qù nà jiā fànguǎn - I often go to that restaurant<br>他常常迟到 - tā chángcháng chídào - He is often late<br>你常来这儿吗？ - nǐ cháng lái zhèr ma? - Do you come here often?<br>北京冬天常下雪 - běijīng dōngtiān cháng xiàxuě - It often snows in Beijing in winter<br>我们常在一起吃饭 - wǒmen cháng zài yìqǐ chīfàn - We often eat together	adverb	[sound:hsk1_常.wav]
1969-V	HSK 3	常见	cháng jiàn	common; frequent	常见的问题 - chángjiàn de wèntí - Frequently asked questions<br>这种情况很常见 - zhè zhǒng qíngkuàng hěn chángjiàn - This situation is common<br>常见的错误 - chángjiàn de cuòwù - Common mistakes	adjective,frequency,habitual	[sound:hsk3_常见.wav]
1970-V	HSK 3	常用	cháng yòng	commonly used	常用词 - chángyòng cí - Common words<br>这是常用的表达 - zhè shì chángyòng de biǎodá - This is a common expression<br>常用语 - chángyòng yǔ - Common expressions	adjective,usage,frequency	[sound:hsk3_常用.wav]
528-V	HSK 3	常常	chángcháng	often; frequently	我常常去公园跑步 - wǒ chángcháng qù gōngyuán pǎobù - I often go running in the park<br>她常常加班 - tā chángcháng jiābān - She often works overtime<br>我们常常一起吃饭 - wǒmen chángcháng yìqǐ chīfàn - We often eat together<br>你常常看中国电视剧吗？ - nǐ chángcháng kàn zhōngguó diànshìjù ma? - Do you often watch Chinese dramas?<br>他常常忘记带东西 - tā chángcháng wàngjì dài dōngxi - He often forgets to bring things	adverb	[sound:hsk1_常常.wav]
1125-V	HSK 3	成绩	chéngjì	result; grade	考试成绩 - kǎoshì chéngjì - exam grades<br>成绩好 - chéngjì hǎo - good grades<br>取得成绩 - qǔdé chéngjì - achieve results	education	[sound:hsk1_成绩.wav]
1176-V	HSK 3	城市	chéngshì	city	大城市 - dà chéngshì - big city<br>城市生活 - chéngshì shēnghuó - city life<br>城市发展 - chéngshì fāzhǎn - urban development	place	[sound:hsk1_城市.wav]
1971-V	HSK 3	衬衫	chènshān	shirt	白色的衬衫 - báisè de chènshān - A white shirt<br>这件衬衫很好看 - zhè jiàn chènshān hěn hǎokàn - This shirt is very nice<br>我买了一件衬衫 - wǒ mǎi le yí jiàn chènshān - I bought a shirt	noun,clothing,apparel	[sound:hsk3_衬衫.wav]
1972-V	HSK 3	迟到	chídào	be late	对不起，我迟到了 - duìbuqǐ, wǒ chídào le - Sorry, I'm late<br>不要迟到 - búyào chídào - Don't be late<br>他经常迟到 - tā jīngcháng chídào - He is often late	verb,time,punctuality	[sound:hsk3_迟到.wav]
215-V	HSK 3	船	chuán	boat; ship	坐船 - zuò chuán - Take a boat<br>船票 - chuán piào - Boat ticket<br>坐船去 - zuò chuán qù - Go by boat<br>大船 - dà chuán - Large boat<br>游船 - yóu chuán - Pleasure boat	transport,travel	[sound:hsk1_船.wav]
1973-V	HSK 3	出发	chūfā	depart; set off	我们出发吧 - wǒmen chūfā ba - Let's go<br>明天几点出发？ - míngtiān jǐ diǎn chūfā? - What time do we leave tomorrow?<br>飞机八点出发 - fēijī bā diǎn chūfā - The plane leaves at eight	verb,travel,movement	[sound:hsk3_出发.wav]
609-V	HSK 3	除了	chúle	except; besides; in addition to	除了中文，我还学法语 - chúle zhōngwén, wǒ hái xué fǎyǔ - Besides Chinese, I also study French<br>除了他以外，大家都来了 - chúle tā yǐwài, dàjiā dōu lái le - Everyone came except him<br>除了下雨天，我每天跑步 - chúle xiàyǔ tiān, wǒ měitiān pǎobù - I run every day except when it rains<br>除了工作，你还做什么？ - chúle gōngzuò, nǐ hái zuò shénme? - Besides work, what else do you do?<br>除了好看，这件衣服也很舒服 - chúle hǎokàn, zhè jiàn yīfu yě hěn shūfu - Besides being nice-looking, this outfit is also comfortable	preposition	[sound:hsk1_除了.wav]
778-V	HSK 3	春天	chūntiān	spring	春天来了 - chūntiān lái le - Spring has arrived.<br>春天很美 - chūntiān hěn měi - Spring is very beautiful.<br>春天开花 - chūntiān kāihuā - Flowers bloom in spring.	season	[sound:hsk1_春天.wav]
1974-V	HSK 3	出生	chūshēng	be born	我出生在北京 - wǒ chūshēng zài běijīng - I was born in Beijing<br>她出生在1990年 - tā chūshēng zài 1990 nián - She was born in 1990<br>出生日期 - chūshēng rìqī - Date of birth	verb,life,birth	[sound:hsk3_出生.wav]
1975-V	HSK 3	出院	chūyuàn	be discharged from hospital	他明天出院 - tā míngtiān chūyuàn - He's being discharged tomorrow<br>出院以后要休息 - chūyuàn yǐhòu yào xiūxi - You need to rest after leaving the hospital<br>医生说我可以出院了 - yīshēng shuō wǒ kěyǐ chūyuàn le - The doctor says I can leave the hospital	verb,health,hospital	[sound:hsk3_出院.wav]
1976-V	HSK 3	初中	chūzhōng	middle school; junior high	初中学生 - chūzhōng xuésheng - Middle school student<br>我在上初中 - wǒ zài shàng chūzhōng - I'm in middle school<br>初中三年 - chūzhōng sān nián - Three years of middle school	noun,school,education	[sound:hsk3_初中.wav]
724-V	HSK 3	词典	cídiǎn	dictionary	查词典 - chá cídiǎn - Look up a dictionary<br>中文词典 - zhōngwén cídiǎn - A Chinese dictionary<br>电子词典 - diànzǐ cídiǎn - An electronic dictionary	study	[sound:hsk1_词典.wav]
799-V	HSK 3	聪明	cōngmíng	intelligent; smart	很聪明 - hěn cōngming - Very smart<br>他很聪明 - tā hěn cōngming - He is very smart<br>聪明的孩子 - cōngming de háizi - A smart child	adjective	[sound:hsk1_聪明.wav]
1435-V	HSK 3	大概	dàgài	probably; approximately	大概要一个小时 - dàgài yào yí ge xiǎoshí - It takes about an hour<br>他大概不来了 - tā dàgài bù lái le - He probably won't come<br>大概有五十个人 - dàgài yǒu wǔshí ge rén - There are about fifty people<br>你大概什么时候到？ - nǐ dàgài shénme shíhou dào? - About when will you arrive?<br>我大概知道了 - wǒ dàgài zhīdào le - I have a rough idea	adverb	[sound:hsk1_大概.wav]
1163-V	HSK 3	带	dài	carry; bring; take	记得带伞 - jìde dài sǎn - Remember to bring an umbrella<br>我带你去吧 - wǒ dài nǐ qù ba - Let me take you there<br>你带钱了吗？ - nǐ dài qián le ma? - Did you bring money?<br>他带了一个朋友来 - tā dài le yí ge péngyou lái - He brought a friend<br>出门带上手机 - chūmén dài shàng shǒujī - Bring your phone when you go out	verb	[sound:hsk1_带.wav]
1977-V	HSK 3	蛋糕	dàngāo	cake	生日蛋糕 - shēngrì dàngāo - Birthday cake<br>这个蛋糕很好吃 - zhège dàngāo hěn hǎochī - This cake is delicious<br>我想吃蛋糕 - wǒ xiǎng chī dàngāo - I want to eat some cake	noun,food,dessert	[sound:hsk3_蛋糕.wav]
1054-V	HSK 3	当然	dāngrán	of course; naturally	当然可以！ - dāngrán kěyǐ! - Of course!<br>你愿意帮我吗？当然！ - nǐ yuànyì bāng wǒ ma? dāngrán! - Will you help me? Of course!<br>他当然知道 - tā dāngrán zhīdào - He knows, of course<br>你去过中国吗？当然去过 - nǐ qù guò zhōngguó ma? dāngrán qù guò - Have you been to China? Of course<br>当然了，没问题 - dāngrán le, méi wèntí - Of course, no problem	adverb	[sound:hsk1_当然.wav]
789-V	HSK 3	担心	dānxīn	worry; be worried	别担心 - bié dānxīn - Don't worry<br>我很担心 - wǒ hěn dānxīn - I'm worried<br>担心你 - dānxīn nǐ - Worried about you	feeling	[sound:hsk1_担心.wav]
1978-V	HSK 3	到处	dàochù	everywhere	到处都是人 - dàochù dōu shì rén - There are people everywhere<br>我到处找你 - wǒ dàochù zhǎo nǐ - I looked for you everywhere<br>到处都一样 - dàochù dōu yíyàng - It's the same everywhere	adverb,place,extent	[sound:hsk3_到处.wav]
1979-V	HSK 3	大人	dàren	adult; grown-up	大人和小孩 - dàren hé xiǎohái - Adults and children<br>我长大了，是大人了 - wǒ zhǎng dà le, shì dàren le - I've grown up, I'm an adult<br>大人的事 - dàren de shì - Adult matters	noun,person,age	[sound:hsk3_大人.wav]
1167-V	HSK 3	打扫	dǎsǎo	clean; tidy up	打扫房间 - dǎsǎo fángjiān - Clean the room<br>打扫卫生 - dǎsǎo wèishēng - do the cleaning<br>打扫干净 - dǎsǎo gānjìng - Clean thoroughly	verb,daily	[sound:hsk1_打扫.wav]
1980-V	HSK 3	打算	dǎsuàn	plan to; intend to; plan	你打算做什么？ - nǐ dǎsuàn zuò shénme? - What are you planning to do?<br>我打算去中国 - wǒ dǎsuàn qù zhōngguó - I plan to go to China<br>我的打算是... - wǒ de dǎsuàn shì... - My plan is...	verb,noun,intention	[sound:hsk3_打算.wav]
1981-V	HSK 3	大小	dàxiǎo	size	这个大小可以吗？ - zhège dàxiǎo kěyǐ ma? - Is this size okay?<br>大小合适 - dàxiǎo héshì - The size is right<br>这两个大小一样 - zhè liǎng gè dàxiǎo yíyàng - These two are the same size	noun,dimension,measure	[sound:hsk3_大小.wav]
1982-V	HSK 3	大熊猫	dàxióngmāo	giant panda	大熊猫是中国的国宝 - dàxióngmāo shì zhōngguó de guóbǎo - The panda is China's national treasure<br>我想看大熊猫 - wǒ xiǎng kàn dàxióngmāo - I want to see pandas<br>大熊猫很可爱 - dàxióngmāo hěn kě'ài - Pandas are very cute	noun,animal,China	[sound:hsk3_大熊猫.wav]
1983-V	HSK 3	大衣	dàyī	coat; overcoat	穿大衣 - chuān dàyī - Wear a coat<br>今天很冷，要穿大衣 - jīntiān hěn lěng, yào chuān dàyī - It's cold, you should wear a coat<br>这件大衣很暖和 - zhè jiàn dàyī hěn nuǎnhuo - This coat is very warm	noun,clothing,winter	[sound:hsk3_大衣.wav]
11470-G	HSK 3	得	dé	obtain; gain	得奖 - dé jiǎng - win a prize<br>得分 - dé fēn - score points<br>得到 - dédào - obtain<br>得病 - dé bìng - fall ill<br>得救 - dé jiù - be saved	grammar,daily	[sound:hsk1_得2.wav]
489-V	HSK 3	得到	dédào	obtain; get	得到了 - dédào le - obtained<br>得到帮助 - dédào bāngzhù - get help<br>得到消息 - dédào xiāoxi - get news	verb	[sound:hsk1_得到.wav]
1984-V	HSK 3	得分	défēn	score points; score	他得分了 - tā défēn le - He scored<br>你的得分是多少？ - nǐ de défēn shì duōshao? - What's your score?<br>比赛得分 - bǐsài défēn - Match score	verb,noun,sport	[sound:hsk3_得分.wav]
1985-V	HSK 3	的话	dehuà	if (conditional)	有时间的话 - yǒu shíjiān dehuà - If you have time<br>可以的话 - kěyǐ dehuà - If possible<br>下雨的话就不去了 - xiàyǔ dehuà jiù bú qù le - If it rains, we won't go	conjunction,grammar,condition	[sound:hsk3_的话.wav]
11481-V	HSK 3	得	děi	have to; need to (obligation)	我得走了，明天见 - wǒ děi zǒu le, míngtiān jiàn - I have to go, see you tomorrow<br>今天得加班 - jīntiān děi jiābān - Today I have to work overtime<br>你得自己去 - nǐ děi zìjǐ qù - You have to go yourself<br>得快点儿，要迟到了 - děi kuài diǎnr, yào chídào le - Gotta hurry up, we'll be late<br>这件事得想办法解决 - zhè jiàn shì děi xiǎng bànfǎ jiějué - We need to find a way to solve this	grammar	[sound:hsk1_得4.wav]
1986-V	HSK 3	灯	dēng	lamp; light	开灯 - kāi dēng - Turn on the light<br>关灯 - guān dēng - Turn off the light<br>红绿灯 - hónglǜdēng - Traffic light	noun,house,lighting	[sound:hsk3_灯.wav]
