ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
4281-V	HSK 6	被迫	bèipò	être forcé; être contraint	被迫离开 - bèipò líkāi - Être forcé de partir<br>他被迫放弃 - tā bèipò fàngqì - Il a été contraint d'abandonner<br>被迫接受 - bèipò jiēshòu - Être forcé d'accepter	verbe,contrainte,situation	[sound:hsk6_被迫.wav]
4282-V	HSK 6	悲伤	bēishāng	triste; affligé; chagrin	感到悲伤 - gǎndào bēishāng - Se sentir triste<br>悲伤的故事 - bēishāng de gùshi - Une histoire triste<br>悲伤的表情 - bēishāng de biǎoqíng - Expression de tristesse	adjectif,émotion,sentiment	[sound:hsk6_悲伤.wav]
4283-V	HSK 6	背心	bèixīn	gilet; débardeur; maillot de corps	穿背心 - chuān bèixīn - Porter un débardeur<br>一件背心 - yí jiàn bèixīn - Un gilet<br>运动背心 - yùndòng bèixīn - Débardeur de sport	nom,vêtement,quotidien	[sound:hsk6_背心.wav]
4284-V	HSK 6	备用	bèiyòng	de rechange; de réserve	备用钥匙 - bèiyòng yàoshi - Clé de rechange<br>备用电池 - bèiyòng diànchí - Batterie de rechange<br>备用方案 - bèiyòng fāng'àn - Plan de secours	adjectif,préparation,sécurité	[sound:hsk6_备用.wav]
4285-V	HSK 6	倍增	bèizēng	doubler; augmenter considérablement	信心倍增 - xìnxīn bèizēng - La confiance a doublé<br>产量倍增 - chǎnliàng bèizēng - La production a doublé<br>压力倍增 - yālì bèizēng - La pression a considérablement augmenté	verbe,quantité,augmentation	[sound:hsk6_倍增.wav]
4286-V	HSK 6	本能	běnnéng	instinct; instinctif	本能反应 - běnnéng fǎnyìng - Réaction instinctive<br>出于本能 - chūyú běnnéng - Par instinct<br>生存本能 - shēngcún běnnéng - Instinct de survie	nom,psychologie,nature	[sound:hsk6_本能.wav]
4287-V	HSK 6	奔跑	bēnpǎo	courir	在操场上奔跑 - zài cāochǎng shàng bēnpǎo - Courir sur le terrain de sport<br>孩子们在奔跑 - háizimen zài bēnpǎo - Les enfants courent<br>奔跑的速度 - bēnpǎo de sùdù - Vitesse de course	verbe,mouvement,sport	[sound:hsk6_奔跑.wav]
4288-V	HSK 6	本身	běnshēn	en soi; soi-même; lui-même	问题本身 - wèntí běnshēn - Le problème en soi<br>这本身就是错的 - zhè běnshēn jiù shì cuò de - C'est en soi une erreur<br>事物本身 - shìwù běnshēn - La chose elle-même	pronom,philosophie,logique	[sound:hsk6_本身.wav]
4289-V	HSK 6	本土	běntǔ	local; indigène; national	本土文化 - běntǔ wénhuà - Culture locale<br>本土企业 - běntǔ qǐyè - Entreprise locale<br>本土品牌 - běntǔ pǐnpái - Marque locale	adjectif,géographie,culture	[sound:hsk6_本土.wav]
4290-V	HSK 6	闭	bì	fermer; clore	闭上眼睛 - bì shàng yǎnjing - Fermer les yeux<br>闭嘴 - bì zuǐ - Ferme la bouche<br>闭幕 - bìmù - Clôturer (une cérémonie)	verbe,action,quotidien	[sound:hsk6_闭.wav]
4291-V	HSK 6	避	bì	éviter; esquiver	避开危险 - bì kāi wēixiǎn - Éviter le danger<br>避雨 - bì yǔ - S'abriter de la pluie<br>避而不谈 - bì ér bù tán - Éviter d'en parler	verbe,action,protection	[sound:hsk6_避.wav]
4292-V	HSK 6	逼	bī	forcer; contraindre; presser	逼他做 - bī tā zuò - Le forcer à faire<br>别逼我 - bié bī wǒ - Ne me force pas<br>逼迫 - bīpò - Contraindre	verbe,contrainte,pression	[sound:hsk6_逼.wav]
4293-V	HSK 6	编	biān	compiler; rédiger; tresser; inventer	编故事 - biān gùshi - Inventer une histoire<br>编辫子 - biān biànzi - Tresser une natte<br>编写教材 - biānxiě jiàocái - Rédiger un manuel	verbe,création,écriture	[sound:hsk6_编.wav]
4294-V	HSK 6	遍地	biàndì	partout; sur tout le sol	遍地鲜花 - biàndì xiānhuā - Des fleurs partout<br>遍地都是 - biàndì dōu shì - C'est partout<br>遍地开花 - biàndì kāihuā - Fleurir partout (fig.)	adverbe,lieu,quantité	[sound:hsk6_遍地.wav]
4295-V	HSK 6	编辑	biānjí	éditer; rédiger; éditeur; rédacteur	编辑文章 - biānjí wénzhāng - Éditer un article<br>他是编辑 - tā shì biānjí - Il est rédacteur<br>编辑部 - biānjíbù - Service de rédaction	verbe,nom,média,travail	[sound:hsk6_编辑.wav]
4296-V	HSK 6	便捷	biànjié	pratique; commode; rapide	便捷的交通 - biànjié de jiāotōng - Transports pratiques<br>使用起来很便捷 - shǐyòng qǐlái hěn biànjié - Pratique à utiliser<br>便捷服务 - biànjié fúwù - Service rapide	adjectif,commodité,technologie	[sound:hsk6_便捷.wav]
4297-V	HSK 6	编写	biānxiě	rédiger; compiler; écrire	编写教材 - biānxiě jiàocái - Rédiger un manuel<br>编写报告 - biānxiě bàogào - Rédiger un rapport<br>编写程序 - biānxiě chéngxù - Écrire un programme	verbe,écriture,travail	[sound:hsk6_编写.wav]
4298-V	HSK 6	变质	biànzhì	se détériorer; s'altérer; se gâter	食物变质了 - shíwù biànzhì le - La nourriture s'est gâtée<br>牛奶变质 - niúnǎi biànzhì - Le lait a tourné<br>防止变质 - fángzhǐ biànzhì - Empêcher la détérioration	verbe,nourriture,qualité	[sound:hsk6_变质.wav]
4299-V	HSK 6	比方	bǐfang	exemple; par exemple	打个比方 - dǎ gè bǐfang - Donner un exemple<br>比方说 - bǐfang shuō - Par exemple<br>举个比方 - jǔ gè bǐfang - Prendre un exemple	nom,expression,communication	[sound:hsk6_比方.wav]
4300-V	HSK 6	兵	bīng	soldat; militaire; arme	当兵 - dāng bīng - Être soldat<br>士兵 - shìbīng - Soldat<br>兵力 - bīnglì - Force militaire	nom,militaire,armée	[sound:hsk6_兵.wav]
1707-V	HSK 6	病毒	bìngdú	virus	病毒感染 - bìngdú gǎnrǎn - infection virale<br>电脑病毒 - diànnǎo bìngdú - virus informatique<br>病毒传播 - bìngdú chuánbō - 传播病毒	santé	[sound:hsk1_病毒.wav]
4301-V	HSK 6	必修	bìxiū	obligatoire (cours)	必修课 - bìxiū kè - Cours obligatoire<br>这是必修的 - zhè shì bìxiū de - C'est obligatoire<br>必修科目 - bìxiū kēmù - Matière obligatoire	adjectif,éducation,université	[sound:hsk6_必修.wav]
4302-V	HSK 6	比重	bǐzhòng	proportion; poids spécifique	占的比重很大 - zhàn de bǐzhòng hěn dà - Représenter une grande proportion<br>比重增加 - bǐzhòng zēngjiā - La proportion augmente<br>调整比重 - tiáozhěng bǐzhòng - Ajuster les proportions	nom,mathématiques,économie	[sound:hsk6_比重.wav]
4303-V	HSK 6	播	bō	semer; diffuser; émettre	播种 - bōzhǒng - Semer<br>广播 - guǎngbō - Diffuser<br>播出节目 - bō chū jiémù - Diffuser un programme	verbe,média,agriculture	[sound:hsk6_播.wav]
4304-V	HSK 6	博览会	bólǎnhuì	exposition; foire	参加博览会 - cānjiā bólǎnhuì - Participer à une exposition<br>世界博览会 - shìjiè bólǎnhuì - Exposition universelle<br>国际博览会 - guójì bólǎnhuì - Foire internationale	nom,commerce,événement	[sound:hsk6_博览会.wav]
4305-V	HSK 6	薄弱	bóruò	faible; fragile	薄弱环节 - bóruò huánjié - Maillon faible<br>基础薄弱 - jīchǔ bóruò - Bases fragiles<br>力量薄弱 - lìliang bóruò - Force insuffisante	adjectif,faiblesse,évaluation	[sound:hsk6_薄弱.wav]
4306-V	HSK 6	播种	bōzhǒng	semer; ensemencer	春天播种 - chūntiān bōzhǒng - Semer au printemps<br>播种希望 - bōzhǒng xīwàng - Semer l'espoir<br>播种季节 - bōzhǒng jìjié - Saison des semailles	verbe,agriculture,nature	[sound:hsk6_播种.wav]
4307-V	HSK 6	脖子	bózi	cou	脖子疼 - bózi téng - Avoir mal au cou<br>围着脖子 - wéi zhe bózi - Autour du cou<br>伸长脖子 - shēn cháng bózi - Tendre le cou	nom,corps,anatomie	[sound:hsk6_脖子.wav]
4308-V	HSK 6	布	bù	tissu; toile	一块布 - yí kuài bù - Un morceau de tissu<br>棉布 - miánbù - Tissu de coton<br>布料 - bùliào - Textile	nom,textile,matériau	[sound:hsk6_布.wav]
4309-V	HSK 6	补	bǔ	réparer; compléter; combler	补衣服 - bǔ yīfu - Raccommoder un vêtement<br>补课 - bǔkè - Rattraper un cours<br>弥补不足 - míbǔ bùzú - Combler les lacunes	verbe,réparation,quotidien	[sound:hsk6_补.wav]
4310-V	HSK 6	捕	bǔ	attraper; capturer	捕鱼 - bǔ yú - Pêcher<br>捕捉 - bǔzhuō - Capturer<br>捕获猎物 - bǔhuò lièwù - Capturer une proie	verbe,chasse,action	[sound:hsk6_捕.wav]
4311-V	HSK 6	不耐烦	bú nàifán	impatient; agacé	他变得不耐烦了 - tā biàn de bú nàifán le - Il est devenu impatient<br>不耐烦地等着 - bú nàifán de děng zhe - Attendre avec impatience<br>表现出不耐烦 - biǎoxiàn chū bú nàifán - Montrer de l'impatience	adjectif,émotion,attitude	[sound:hsk6_不耐烦.wav]
4312-V	HSK 6	不安	bù’ān	inquiet; mal à l'aise	感到不安 - gǎndào bù'ān - Se sentir inquiet<br>心里不安 - xīnlǐ bù'ān - Avoir le cœur inquiet<br>坐立不安 - zuòlì bù'ān - Ne pas tenir en place	adjectif,émotion,psychologie	[sound:hsk6_不安.wav]
4313-V	HSK 6	不曾	bùcéng	ne... jamais (passé); n'avoir jamais	不曾见过 - bùcéng jiàn guò - N'avoir jamais vu<br>我不曾去过那里 - wǒ bùcéng qù guò nàlǐ - Je n'y suis jamais allé<br>不曾想到 - bùcéng xiǎngdào - N'avoir jamais pensé	adverbe,négation,temps	[sound:hsk6_不曾.wav]
4314-V	HSK 6	补偿	bǔcháng	compenser; dédommager; indemniser	补偿损失 - bǔcháng sǔnshī - Compenser les pertes<br>经济补偿 - jīngjì bǔcháng - Compensation financière<br>补偿金 - bǔcháng jīn - Indemnité	verbe,nom,droit,finance	[sound:hsk6_补偿.wav]
4315-V	HSK 6	不成	bùchéng	ne pas réussir; est-ce que (particule interrogative)	说不成 - shuō bùchéng - Ne pas arriver à dire<br>你不来不成？ - nǐ bù lái bùchéng? - Tu ne viens pas ou quoi?<br>做不成 - zuò bùchéng - Ne pas réussir à faire	verbe,expression,résultat	[sound:hsk6_不成.wav]
4316-V	HSK 6	不得	bùdé	ne pas pouvoir; ne pas devoir	不得不 - bùdé bù - Ne pas pouvoir s'empêcher de<br>不得了 - bùdéliǎo - Incroyable; terrible<br>不得已 - bùdéyǐ - Être obligé; n'avoir pas le choix	verbe,auxiliaire,interdiction	[sound:hsk6_不得.wav]
4317-V	HSK 6	部队	bùduì	armée; troupe; unité militaire	参加部队 - cānjiā bùduì - Rejoindre l'armée<br>部队训练 - bùduì xùnliàn - Entraînement militaire<br>部队生活 - bùduì shēnghuó - Vie militaire	nom,militaire,armée	[sound:hsk6_部队.wav]
4318-V	HSK 6	不顾	búgù	sans se soucier de; malgré	不顾危险 - búgù wēixiǎn - Sans se soucier du danger<br>不顾一切 - búgù yíqiè - Sans se soucier de rien<br>不顾后果 - búgù hòuguǒ - Sans se soucier des conséquences	verbe,attitude,détermination	[sound:hsk6_不顾.wav]
4319-V	HSK 6	不禁	bùjīn	ne pas pouvoir s'empêcher de	不禁笑了 - bùjīn xiào le - Ne pas pouvoir s'empêcher de rire<br>不禁流泪 - bùjīn liú lèi - Ne pas pouvoir s'empêcher de pleurer<br>不禁感叹 - bùjīn gǎntàn - Ne pas pouvoir s'empêcher de soupirer	adverbe,émotion,expression	[sound:hsk6_不禁.wav]
4320-V	HSK 6	补课	bǔkè	rattraper un cours; cours de rattrapage	周末补课 - zhōumò bǔkè - Cours de rattrapage le week-end<br>给学生补课 - gěi xuéshēng bǔkè - Donner des cours de rattrapage aux élèves<br>补课费用 - bǔkè fèiyòng - Frais de cours de rattrapage	verbe,nom,éducation	[sound:hsk6_补课.wav]
4321-V	HSK 6	不料	búliào	de manière inattendue; contrairement aux attentes	不料下雨了 - búliào xià yǔ le - Il a plu de manière inattendue<br>不料他来了 - búliào tā lái le - De manière inattendue, il est venu<br>不料事情发生了变化 - búliào shìqíng fāshēng le biànhuà - Les choses ont changé de manière inattendue	adverbe,surprise,narration	[sound:hsk6_不料.wav]
4322-V	HSK 6	不适	búshì	indisposé; inconfort; malaise	身体不适 - shēntǐ búshì - Se sentir indisposé<br>感到不适 - gǎndào búshì - Ressentir un malaise<br>胃部不适 - wèi bù búshì - Inconfort gastrique	adjectif,santé,corps	[sound:hsk6_不适.wav]
4323-V	HSK 6	不时	bùshí	de temps en temps; parfois	不时地看看 - bùshí de kànkan - Regarder de temps en temps<br>他不时来找我 - tā bùshí lái zhǎo wǒ - Il vient me voir de temps en temps<br>不时出现 - bùshí chūxiàn - Apparaître de temps à autre	adverbe,temps,fréquence	[sound:hsk6_不时.wav]
4324-V	HSK 6	补贴	bǔtiē	subvention; allocation; subventionner	政府补贴 - zhèngfǔ bǔtiē - Subvention gouvernementale<br>生活补贴 - shēnghuó bǔtiē - Allocation de subsistance<br>补贴政策 - bǔtiē zhèngcè - Politique de subvention	nom,verbe,finance,économie	[sound:hsk6_补贴.wav]
4325-V	HSK 6	部位	bùwèi	partie; zone (du corps)	身体部位 - shēntǐ bùwèi - Partie du corps<br>受伤部位 - shòushāng bùwèi - Zone blessée<br>关键部位 - guānjiàn bùwèi - Zone critique	nom,corps,médecine	[sound:hsk6_部位.wav]
1797-V	HSK 6	补习	bǔxí	cours particulier	补习班 - bǔxíbān - cours particuliers<br>补习功课 - bǔxí gōngkè - rattraper des cours manqués<br>课外补习 - kèwài bǔxí - soutien scolaire extra-muros	éducation	[sound:hsk1_补习.wav]
4326-V	HSK 6	不许	bùxǔ	ne pas permettre; interdire	不许说话 - bùxǔ shuōhuà - Interdit de parler<br>不许进入 - bùxǔ jìnrù - Entrée interdite<br>不许动 - bùxǔ dòng - Ne bougez pas	verbe,interdiction,ordre	[sound:hsk6_不许.wav]
4327-V	HSK 6	不宜	bùyí	ne pas convenir; déconseillé	不宜过多 - bùyí guòduō - Il ne convient pas d'en avoir trop<br>此地不宜久留 - cǐ dì bùyí jiǔ liú - Il ne faut pas rester longtemps ici<br>不宜饮酒 - bùyí yǐn jiǔ - Il est déconseillé de boire de l'alcool	adverbe,conseil,avertissement	[sound:hsk6_不宜.wav]
4328-V	HSK 6	不已	bùyǐ	sans cesse; incessamment	激动不已 - jīdòng bùyǐ - Être très ému<br>惊叹不已 - jīngtàn bùyǐ - Être émerveillé sans fin<br>感慨不已 - gǎnkǎi bùyǐ - Être profondément ému	adverbe,intensité,émotion	[sound:hsk6_不已.wav]
4329-V	HSK 6	布置	bùzhì	décorer; aménager; assigner	布置房间 - bùzhì fángjiān - Décorer la chambre<br>布置作业 - bùzhì zuòyè - Donner des devoirs<br>布置任务 - bùzhì rènwu - Assigner des tâches	verbe,organisation,éducation	[sound:hsk6_布置.wav]
4330-V	HSK 6	不止	bùzhǐ	plus de; ne pas se limiter à	不止一次 - bùzhǐ yí cì - Plus d'une fois<br>不止他一个人 - bùzhǐ tā yí gè rén - Pas seulement lui<br>损失不止于此 - sǔnshī bùzhǐ yú cǐ - Les pertes ne se limitent pas à cela	adverbe,quantité,comparaison	[sound:hsk6_不止.wav]
4331-V	HSK 6	不至于	búzhìyú	ne pas aller jusqu'à; ne pas en arriver à	不至于那么严重 - búzhìyú nàme yánzhòng - Ce n'est pas si grave que ça<br>不至于生气吧 - búzhìyú shēngqì ba - Tu ne vas quand même pas te fâcher<br>不至于失败 - búzhìyú shībài - On n'en arrivera pas à l'échec	adverbe,jugement,expression	[sound:hsk6_不至于.wav]
1597-V	HSK 6	步骤	bùzhòu	étape	操作步骤 - cāozuò bùzhòu - étapes d'action<br>按步骤进行 - àn bùzhòu jìnxíng - suivre les étapes<br>具体步骤 - jùtǐ bùzhòu - étapes précises	travail	[sound:hsk1_步骤.wav]
4332-V	HSK 6	踩	cǎi	marcher sur; piétiner	踩到脚 - cǎi dào jiǎo - Marcher sur le pied<br>不要踩草地 - bú yào cǎi cǎodì - Ne marchez pas sur la pelouse<br>踩刹车 - cǎi shāchē - Appuyer sur le frein	verbe,mouvement,action	[sound:hsk6_踩.wav]
4333-V	HSK 6	猜测	cāicè	deviner; conjecturer; supposer	我猜测他会来 - wǒ cāicè tā huì lái - Je suppose qu'il viendra<br>只是猜测而已 - zhǐ shì cāicè éryǐ - Ce n'est qu'une supposition<br>各种猜测 - gè zhǒng cāicè - Diverses conjectures	verbe,réflexion,jugement	[sound:hsk6_猜测.wav]
