ID	HSK_Level	Simplified	Pinyin	Meaning	Examples	Tags	Audio
1893-V	HSK 2	点2	diǎn	faire; indiquer; choisir (ex. appeler, cliquer, allumer…)	点名 - diǎnmíng - faire l’appel; citer des noms<br>点头 - diǎntóu - hocher la tête<br>点火 - diǎnhuǒ - allumer; mettre le feu	verbe,action,communication	[sound:hsk2_点.wav]
212-V	HSK 2	地铁	dìtiě	métro	坐地铁 - zuò dìtiě - prendre le métro<br>地铁站 - dìtiě zhàn - gare métropolitaine<br>坐地铁很快 - zuò dìtiě hěn kuài - La métro est rapide<br>地铁几号线？ - dìtiě jǐ hào xiàn? - Quelle ligne de métro ?<br>地铁票多少钱？ - dìtiě piào duōshao qián? - Combien coûte un billet de métro ?	transport,quotidien	[sound:hsk1_地铁.wav]
465-V	HSK 2	动	dòng	bouger	别动 - bié dòng - Ne bouge pas<br>动一动 - dòng yi dòng - Bouge un peu<br>不能动 - bù néng dòng - Ne peut pas bouger	verbe,mouvement	[sound:hsk1_动.wav]
913-V	HSK 2	懂	dǒng	comprendre	我懂了 - wǒ dǒng le - J'ai compris<br>听不懂 - tīng bu dǒng - Je ne comprends pas ce que tu dis<br>看不懂 - kàn bu dǒng - Je ne peux pas lire ce que tu écris	verbe	[sound:hsk1_懂.wav]
080-V	HSK 2	饭馆	fànguǎn	restaurant	去饭馆 - qù fànguǎn - Au restaurant<br>我们去饭馆吃饭吧 - wǒmen qù fànguǎn chī fàn ba - Allons au restaurant manger<br>这个饭馆很有名 - zhège fànguǎn hěn yǒumíng - Ce restaurant est très célèbre<br>哪个饭馆好吃？ - nǎge fànguǎn hǎochī? - Quel restaurant est bon pour manger ?<br>前面有一个中国饭馆 - qiánmian yǒu yí ge zhōngguó fànguǎn - Il y a un restaurant chinois devant	lieu,nourriture,quotidien	[sound:hsk1_饭馆.wav]
1894-V	HSK 2	飞	fēi	voler	鸟在飞 - niǎo zài fēi - L'oiseau vole<br>飞机飞得很高 - fēijī fēi de hěn gāo - L'avion vole très haut<br>从北京飞到上海要两个小时 - cóng běijīng fēi dào shànghǎi yào liǎng gè xiǎoshí - Deux heures de vol de Pékin à Shanghai	verbe,mouvement,transport	[sound:hsk2_飞.wav]
106-V	HSK 2	高	gāo	haut, grand (taille)	很高 - hěn gāo - très haut<br>他很高 - tā hěn gāo - Il est très grand<br>高兴 - gāoxìng - heureux<br>山很高 - shān hěn gāo - La montagne est très haute<br>价格很高 - jiàgé hěn gāo - très cher	adjectif,quotidien	[sound:hsk1_高.wav]
030-V	HSK 2	告诉	gàosu	dire, informer	告诉我 - gàosu wǒ - Dites-le<br>请告诉他 - qǐng gàosu tā - Veuillez lui dire<br>我告诉你一个秘密 - wǒ gàosu nǐ yí ge mìmì - Je vais vous raconter un secret<br>他没告诉我 - tā méi gàosu wǒ - Il ne m'a pas dit<br>谁告诉你的？ - shéi gàosu nǐ de? - Qui te l'a dit ?	verbe,communication	[sound:hsk1_告诉.wav]
1787-V	HSK 2	高中	gāozhōng	lycée	上高中 - shàng gāozhōng - aller au lycée<br>高中生 - gāozhōngshēng - lycéens<br>高中毕业 - gāozhōng bìyè - baccalauréat	éducation	[sound:hsk1_高中.wav]
284-V	HSK 2	跟	gēn	avec, suivre	跟我来 - gēn wǒ lái - Viens avec moi<br>跟你说 - gēn nǐ shuō - Te le dire<br>跟他一起 - gēn tā yìqǐ - Avec lui<br>跟朋友 - gēn péngyou - Avec des amis<br>我跟你 - wǒ gēn nǐ - Je te suis	grammaire,quotidien	[sound:hsk1_跟.wav]
1895-V	HSK 2	个子	gèzi	taille (corps)	他个子很高 - tā gèzi hěn gāo - Il est très grand<br>她个子不高 - tā gèzi bù gāo - Elle n'est pas grande<br>你的个子比我高 - nǐ de gèzi bǐ wǒ gāo - Tu es plus grand que moi	nom,corps,apparence	[sound:hsk2_个子.wav]
211-V	HSK 2	公交车	gōngjiāochē	bus	坐公交车 - zuò gōngjiāochē - Prendre le bus<br>公交车站 - gōngjiāochē zhàn - arrêt de bus<br>几路公交车？ - jǐ lù gōngjiāochē? - Quel bus ?<br>公交车来了 - gōngjiāochē lái le - Le bus arrive<br>坐公交车去上班 - zuò gōngjiāochē qù shàng bān - Prendre le bus pour aller au travail	transport,quotidien	[sound:hsk1_公交车.wav]
419-V	HSK 2	过1	guò	passer; traverser; dépasser; trop	过年快乐 - guònián kuàilè - bonne fête du Nouvel An<br>过分了 - guòfèn le - c'est excessif<br>过来一下 - guòlái yíxià - viens par ici un moment	verbe,temps,quantité	[sound:hsk2_过1.wav]
1094-V	HSK 2	过2	guo	particule d’expérience : "avoir déjà…"	我去过 - wǒ qù guo - j'y suis déjà allé<br>我见过他 - wǒ jiàn guo tā - je l'ai déjà vu<br>你吃过吗 - nǐ chī guo ma - tu as déjà mangé ?	particule,grammaire,aspect	[sound:hsk2_过2.wav]
1896-V	HSK 2	过来	guòlái	venir (vers le locuteur)	过来！ - guòlái! - Viens ici !<br>请过来一下 - qǐng guòlái yíxià - Viens ici un instant<br>他走过来了 - tā zǒu guòlái le - Il est venu vers nous	verbe,mouvement,direction	[sound:hsk2_过来.wav]
1897-V	HSK 2	过年	guònián	fêter le Nouvel An chinois	过年好！ - guònián hǎo! - Bonne année !<br>你在哪儿过年？ - nǐ zài nǎr guònián? - Où passes-tu le Nouvel An ?<br>过年要吃饺子 - guònián yào chī jiǎozi - On mange des raviolis au Nouvel An	verbe,fête,tradition	[sound:hsk2_过年.wav]
1898-V	HSK 2	过去1	guòqù	le passé; autrefois	过去的事 - guòqù de shì - des choses du passé<br>过去很难 - guòqù hěn nán - le passé était dur<br>回到过去 - huídào guòqù - revenir au passé	nom,temps,concept	[sound:hsk2_过去.wav]
370-V	HSK 2	还是	háishi	ou (question)	...还是...？ - ...háishi...? - ... ou ... ?<br>茶还是咖啡？ - chá háishi kāfēi? - thé ou café ?<br>今天还是明天？ - jīntiān háishi míngtiān? - aujourd'hui ou demain ?	grammaire,question	[sound:hsk1_还是.wav]
1899-V	HSK 2	黑色	hēisè	noir (couleur)	黑色的车 - hēisè de chē - Une voiture noire<br>我喜欢黑色 - wǒ xǐhuan hēisè - J'aime le noir<br>他穿着黑色的衣服 - tā chuān zhe hēisè de yīfu - Il porte des vêtements noirs	nom,couleur	[sound:hsk2_黑色.wav]
1900-V	HSK 2	红茶	hóngchá	thé noir (rouge en chinois)	一杯红茶 - yì bēi hóngchá - Une tasse de thé noir<br>我想喝红茶 - wǒ xiǎng hē hóngchá - Je veux du thé noir<br>英国人喜欢喝红茶 - yīngguó rén xǐhuan hē hóngchá - Les Anglais aiment le thé noir	nom,boisson,thé	[sound:hsk2_红茶.wav]
1901-V	HSK 2	红色	hóngsè	rouge (couleur)	红色的花 - hóngsè de huā - Une fleur rouge<br>中国人喜欢红色 - zhōngguó rén xǐhuan hóngsè - Les Chinois aiment le rouge<br>红色在中国代表吉祥 - hóngsè zài zhōngguó dàibiǎo jíxiáng - Le rouge symbolise la chance en Chine	nom,couleur	[sound:hsk2_红色.wav]
325-V	HSK 2	后面	hòumiàn	derrière	在后面 - zài hòumian - à derrière<br>走到后面 - zǒu dào hòumian - aller à l'arrière<br>学校后面 - xuéxiào hòumian - derrière l'école	position,lieu	[sound:hsk1_后面.wav]
1902-V	HSK 2	画	huà	dessiner, peindre; peinture	画画儿 - huà huàr - Dessiner<br>这是谁画的？ - zhè shì shéi huà de? - Qui a dessiné cela ?<br>他画的画很漂亮 - tā huà de huà hěn piàoliang - Ses peintures sont très belles	verbe,nom,art	[sound:hsk2_画.wav]
1903-V	HSK 2	花1	huā	fleur; floral	一朵花 - yì duǒ huā - une fleur<br>花很漂亮 - huā hěn piàoliang - la fleur est jolie<br>买花 - mǎi huā - acheter des fleurs	nom,nature,objet	[sound:hsk2_花.wav]
1904-V	HSK 2	花2	huā	dépenser (argent/temps/efforts)	花很多钱 - huā hěn duō qián - dépenser beaucoup d'argent<br>花时间 - huā shíjiān - prendre du temps<br>别乱花 - bié luàn huā - ne dépense pas n'importe comment	verbe,argent,temps	[sound:hsk2_花.wav]
517-V	HSK 2	坏	huài	mauvais, cassé	坏了 - huài le - est cassé<br>这个坏了 - zhège huài le - cela est cassé<br>坏人 - huài rén - méchant	adjectif	[sound:hsk1_坏.wav]
305-V	HSK 2	回来	huílái	revenir	回来了 - huílai le - Je suis rentré<br>你什么时候回来？ - nǐ shénme shíhou huílai? - Quand es-tu revenu ?<br>快回来 - kuài huílai - Tu vas bientôt revenir	verbe,déplacement	[sound:hsk1_回来.wav]
407-V	HSK 2	回去	huíqù	retourner	回去吧 - huíqu ba - retourner<br>我要回去 - wǒ yào huíqu - je veux rentrer<br>快回去 - kuài huíqu - rentrons vite	verbe,déplacement	[sound:hsk1_回去.wav]
1905-V	HSK 2	间	jiān	classificateur pour pièces	一间房间 - yì jiān fángjiān - Une chambre<br>我住三间房 - wǒ zhù sān jiān fáng - J'habite un trois-pièces<br>这间办公室很大 - zhè jiān bàngōngshì hěn dà - Ce bureau est très grand	classificateur,maison,pièce	[sound:hsk2_间.wav]
1131-V	HSK 2	教	jiāo	enseigner	教中文 - jiāo zhōngwén - enseigner le chinois<br>教学生 - jiāo xuésheng - enseigner aux étudiants<br>教书 - jiāo shū - enseigner	verbe,éducation	[sound:hsk1_教.wav]
1754-V	HSK 2	教室	jiàoshì	salle de classe	在教室 - zài jiàoshì - dans la salle de classe<br>进教室 - jìn jiàoshì - entrer dans la salle de classe<br>多媒体教室 - duōméitǐ jiàoshì - salle de classe multimédia	éducation	[sound:hsk1_教室.wav]
088-V	HSK 2	机场	jīchǎng	aéroport	去机场 - qù jīchǎng - aller à l'aéroport<br>机场在哪儿？ - jīchǎng zài nǎr? - où se trouve l'aéroport ?<br>到机场要多长时间？ - dào jīchǎng yào duō cháng shíjiān? - combien de temps faut-il pour arriver à l'aéroport ?<br>我去机场接你 - wǒ qù jīchǎng jiē nǐ - je vais aller chercher l'aéroport<br>北京机场 - běijīng jīchǎng - aéroport de Beijing	lieu,voyage,transport	[sound:hsk1_机场.wav]
499-V	HSK 2	记得	jìde	se souvenir	记得了 - jìde le - Mémoire vivante<br>你记得吗？ - nǐ jìde ma? - Tu te souviens ?<br>我记得 - wǒ jìde - Je me souviens	verbe,pensée	[sound:hsk1_记得.wav]
312-V	HSK 2	介绍	jièshào	présenter	自我介绍 - zìwǒ jièshào - introduction<br>介绍一下 - jièshào yíxià - présentez-vous<br>让我介绍 - ràng wǒ jièshào - Faites-moi l'honneur de m'écouter.	verbe,communication	[sound:hsk1_介绍.wav]
379-V	HSK 2	进	jìn	entrer	进来 - jìnlai - entre<br>进去 - jìnqu - rentre<br>请进 - qǐng jìn - Veuillez entrer	verbe,déplacement	[sound:hsk1_进.wav]
273-V	HSK 2	近	jìn	proche	很近 - hěn jìn - très proche<br>不远，很近 - bù yuǎn, hěn jìn - pas loin, très proche<br>离这儿近吗？ - lí zhèr jìn ma? - Est-ce qu'il est près d'ici ?<br>最近 - zuìjìn - Récent<br>近一点儿 - jìn yìdiǎnr - Plus près	distance,quotidien	[sound:hsk1_近.wav]
569-V	HSK 2	经常	jīngcháng	souvent	经常去 - jīngcháng qù - souvent aller<br>经常吃 - jīngcháng chī - souvent manger	adverbe	[sound:hsk1_经常.wav]
408-V	HSK 2	进来	jìnlái	entrer (vers soi)	请进来 - qǐng jìnlai - pouvez-vous entrer<br>走进来 - zǒu jìnlai - rentrez<br>跑进来 - pǎo jìnlai - filez-y	verbe,déplacement	[sound:hsk1_进来.wav]
301-V	HSK 2	进去	jìnqù	entrer	走进去 - zǒu jìnqu - Entrez<br>请进去 - qǐng jìnqu - Veuillez entrer<br>不能进去 - bù néng jìnqu - On ne peut pas entrer	verbe,déplacement	[sound:hsk1_进去.wav]
955-V	HSK 2	机票	jīpiào	billet d'avion	买机票 - mǎi jīpiào - Acheter un billet d'avion<br>订机票 - dìng jīpiào - Réservez un billet d'avion<br>机票多少钱？ - jīpiào duōshao qián? - Combien coûte le billet d'avion ?	voyage,transport	[sound:hsk1_机票.wav]
280-V	HSK 2	就	jiù	alors, justement	就是 - jiù shì - c'est<br>就要 - jiù yào - il reste<br>就这样 - jiù zhèyàng - C'est comme ça<br>就好 - jiù hǎo - C'est tout<br>马上就 - mǎshàng jiù - À l'instant même	grammaire,quotidien	[sound:hsk1_就.wav]
086-V	HSK 2	酒店	jiǔdiàn	hôtel	住酒店 - zhù jiǔdiàn - Loger dans un hôtel<br>五星级酒店 - wǔ xīngjí jiǔdiàn - hôtel cinq étoiles<br>订酒店 - dìng jiǔdiàn - réserver un hôtel<br>酒店很贵 - jiǔdiàn hěn guì - l'hôtel est cher<br>我住在这个酒店 - wǒ zhù zài zhège jiǔdiàn - J'ai logé dans cet hôtel	lieu,voyage	[sound:hsk1_酒店.wav]
047-V	HSK 2	咖啡	kāfēi	café	喝咖啡 - hē kāfēi - Boire du café<br>我要一杯咖啡 - wǒ yào yì bēi kāfēi - Je veux une tasse de café<br>你的咖啡要加糖吗？ - nǐ de kāfēi yào jiā táng ma? - Veux-tu du sucre dans ton café ?<br>早上我总是喝咖啡 - zǎoshang wǒ zǒngshì hē kāfēi - Le matin, je bois toujours du café<br>这个咖啡太苦了 - zhège kāfēi tài kǔ le - Ce café est trop amer	boisson,quotidien	[sound:hsk1_咖啡.wav]
922-V	HSK 2	开始	kāishǐ	commencer	开始了 - kāishǐ le - a commencé<br>开始工作 - kāishǐ gōngzuò - commencer à travailler<br>从头开始 - cóng tóu kāishǐ - recommencer depuis le début	verbe	[sound:hsk1_开始.wav]
1906-V	HSK 2	开学	kāixué	rentrée scolaire	什么时候开学？ - shénme shíhou kāixué? - Quand est la rentrée ?<br>九月一号开学 - jiǔ yuè yī hào kāixué - La rentrée est le 1er septembre<br>开学前要买新书 - kāixué qián yào mǎi xīn shū - Il faut acheter des livres avant la rentrée	verbe,école,temps	[sound:hsk2_开学.wav]
1907-V	HSK 2	考	kǎo	passer un examen	考试 - kǎoshì - Examen<br>明天我要考中文 - míngtiān wǒ yào kǎo zhōngwén - Demain j'ai un examen de chinois<br>他考得很好 - tā kǎo de hěn hǎo - Il a bien réussi son examen	verbe,école,examen	[sound:hsk2_考.wav]
511-V	HSK 2	考试	kǎoshì	examen	考试了 - kǎoshì le - On a un examen<br>明天考试 - míngtiān kǎoshì - On aura un examen demain<br>考试难吗？ - kǎoshì nán ma? - L'examen est difficile ?	nom,étude	[sound:hsk1_考试.wav]
579-V	HSK 2	可能	kěnéng	peut-être	可能是 - kěnéng shì - Peut-être<br>不可能 - bù kěnéng - Impossible	adverbe	[sound:hsk1_可能.wav]
100-V	HSK 2	快	kuài	rapide	很快 - hěn kuài - Très vite<br>快点儿 - kuài diǎnr - Vite<br>他说得很快 - tā shuō de hěn kuài - Il parle vite.<br>时间过得真快 - shíjiān guò de zhēn kuài - Le temps passe vite<br>这个月快结束了 - zhège yuè kuài jiéshù le - Ce mois va bientôt se terminer	adjectif,quotidien	[sound:hsk1_快.wav]
784-V	HSK 2	快乐	kuàilè	heureux	生日快乐 - shēngrì kuàilè - joyeux-anniversaire<br>新年快乐 - xīnnián kuàilè - Joyeux Nouvel An<br>快乐的生活 - kuàilè de shēnghuó - Vivre joyeusement	émotion	[sound:hsk1_快乐.wav]
1908-V	HSK 2	快要	kuàiyào	bientôt, sur le point de	快要下雨了 - kuàiyào xiàyǔ le - Il va bientôt pleuvoir<br>我快要毕业了 - wǒ kuàiyào bìyè le - Je vais bientôt être diplômé<br>电影快要开始了 - diànyǐng kuàiyào kāishǐ le - Le film va bientôt commencer	adverbe,temps,futur	[sound:hsk2_快要.wav]
739-V	HSK 2	裤子	kùzi	pantalon	穿裤子 - chuān kùzi - porter des pantalons<br>这条裤子 - zhè tiáo kùzi - ces pantalons<br>裤子太长了 - kùzi tài cháng le - ce pantalon est trop long	vêtements,shopping	[sound:hsk1_裤子.wav]
843-V	HSK 2	篮球	lánqiú	basketball	打篮球 - dǎ lánqiú - Jouer au basket<br>看篮球比赛 - kàn lánqiú bǐsài - regarder un match de basketball<br>篮球队 - lánqiú duì - équipe de basket-ball	sport	[sound:hsk1_篮球.wav]
117-V	HSK 2	累	lèi	fatigué	很累 - hěn lèi - Je suis fatigué<br>我很累 - wǒ hěn lèi - Je suis fatigué<br>工作很累 - gōngzuò hěn lèi - Le travail est fatigant<br>我累了 - wǒ lèi le - Je suis fatigué<br>别太累 - bié tài lèi - Ne sois pas trop fatigué	adjectif,santé,quotidien	[sound:hsk1_累.wav]
1076-V	HSK 2	离	lí	loin de	离这儿很近 - lí zhèr hěn jìn - C'est proche d'ici<br>离开 - líkāi - Partir<br>离家 - lí jiā - Quitter la maison	préposition	[sound:hsk1_离.wav]
1909-V	HSK 2	里面	lǐmiàn	à l'intérieur, dedans	在里面 - zài lǐmiàn - À l'intérieur<br>里面有什么？ - lǐmiàn yǒu shénme? - Qu'y a-t-il dedans ?<br>包里面有一本书 - bāo lǐmiàn yǒu yì běn shū - Il y a un livre dans le sac	nom,position,lieu	[sound:hsk2_里面.wav]
513-V	HSK 2	楼	lóu	étage, immeuble	几楼？ - jǐ lóu? - Quel étage ?<br>二楼 - èr lóu - Deuxième étage<br>这栋楼 - zhè dòng lóu - Ce bâtiment	nom,lieu	[sound:hsk1_楼.wav]
366-V	HSK 2	路	lù	route, chemin	走路 - zǒu lù - se déplacer<br>这条路 - zhè tiáo lù - cette route<br>问路 - wèn lù - Demander l'adresse	nom,déplacement	[sound:hsk1_路.wav]
